u1176,63,BTK
u1177,63,Aurora A
u1178,63,MST2
u1179,63,EPH-B3
u1180,63,MKK2
u1181,63,MINK1
u1182,63,IRAK4
u1183,63,ASK1
u1184,63,Src
u1185,63,YES1
u1186,63,CHK2
u1187,63,MEKK1
u1188,63,EPH-B1
u1189,63,FGF-R1
u1190,63,EPH-B2
u1191,63,MST4
u1192,63,DAPK1
u1193,63,TAO1
u1194,63,EPH-A4
u1195,63,HER4
u1196,63,MKK1
u1197,63,RSK1
u1198,63,ERK8
u1199,63,AMPK
u1200,63,TrkA
u1201,63,BRSK1
u1202,63,RIPK2
u1203,63,IKK epsilon
u1204,63,PHK
u1205,63,EPH-A2
u1206,63,LKB1
u1207,63,PAK4
u1208,63,PDK1
u1209,63,EPH-B4
u1210,63,CAMK1
u1211,63,CLK2
u1212,63,RSK2
u1213,63,Lck
u1214,63,PIM2
u1215,63,TBK1
u1216,63,PIM3
u1217,63,SYK
u1218,63,CHK1
u1219,63,PIM1
u1220,63,PAK5
u1221,63,PRK2
u1222,63,SmMLCK
u1223,63,BRSK2
u1224,63,PKC alpha
u1225,63,MARK1
u1226,63,MARK3
u1227,63,MELK
u1228,63,PKD1
u1229,63,IR
u1230,63,GSK3 beta
u1231,63,HIPK2
u1232,63,PAK6
u1233,63,DYRK2
u1234,64,MINK1
u1235,64,MLK3
u1236,64,PHK
u1237,64,Aurora B
u1238,64,Aurora A
u1239,64,IKK epsilon
u1240,64,IRAK4
u1241,64,RIPK2
u1242,64,MST2
u1243,64,GCK
u1244,64,MLK1
u1245,64,AMPK
u1246,64,VEGFR1
u1247,64,ERK8
u1248,64,TBK1
u1249,64,CLK2
u1250,64,JAK2
u1251,64,CHK2
u1252,64,EPH-B3
u1253,64,TAO1
u1254,64,TrkA
u1255,64,RSK1
u1256,64,BRSK2
u1257,64,MARK3
u1258,64,MARK1
u1259,64,HIPK2
u1260,64,Lck
u1261,64,MNK1
u1262,64,BRSK1
u1263,64,NUAK1
u1264,64,MNK2
u1265,64,MARK2
u1266,64,NEK2a
u1267,64,PAK4
u1268,64,MARK4
u1269,64,YES1
u1270,64,EPH-A4
u1271,64,BTK
u1272,64,MST4
u1273,64,FGF-R1
u1274,64,EPH-B2
u1275,65,IRAK4
u1276,65,CLK2
u1277,65,CK1 delta
u1278,65,IRAK1
u1279,65,MINK1
u1280,65,TAK1
u1281,65,TrkA
u1282,65,DYRK1A
u1283,65,MLK3
u1284,65,GCK
u1285,65,PHK
u1286,65,VEGFR1
u1287,65,CAMKK beta
