KS ID,UID,Kinase
1002,1494,Src
1003,1495,CK2A1
1004,1496,CK2A1
1005,1497,CK2A1
1006,1499,Fyn
1006,1498,Lck
1007,1501,Fyn
1007,1500,Lck
1008,1502,PKCA
1008,1503,PKCG
1009,1504,PKCA
1009,1505,PKCG
1010,1506,CK2A1
1011,1507,CK2A1
1012,1508,CK2A1
1013,1509,Src
1014,1510,Src
1015,1511,CDK1
1015,1512,PLK1
1016,1513,CDK1
1017,1514,CDK1
1018,1515,BUB1
1019,1516,BUB1
1020,1517,BUB1
1021,1518,BUB1
1022,1519,BUB1
1023,1520,BUB1
1024,1521,CDK1
1024,1522,PLK1
1025,1523,CDK1
1025,1524,PLK1
1026,1525,Chk1
1026,1526,GSK3B
1027,1527,Chk1
1027,1528,Chk2
1028,1529,Chk1
1028,1530,Chk2
1029,1531,Chk1
1030,1532,Chk1
1030,1533,Chk2
1031,1534,Chk1
1031,1535,Chk2
1031,1536,p90RSK
1032,1537,Src
1033,1538,Src
1034,1539,CDK1
1034,1540,CDK2
1035,1541,CDK1
1036,1542,CDK1
1037,1543,NEK11
1038,1545,CK1A
1038,1544,NEK11
1039,1547,CK1A
1039,1546,NEK11
1040,1548,p90RSK
1041,1549,PLK3
1042,1550,CK2A1
1043,1551,CK2A1
1044,1552,AurA
1044,1553,MAPKAPK2
1044,1555,p90RSK
1044,1554,PLK1
1045,1556,P38B
1046,1557,MAPKAPK2
1046,1558,MELK
1047,1559,MAPKAPK2
1047,1560,MELK
1048,1563,BRSK1 iso2
1048,1561,MAPKAPK2
1048,1562,PLK1
1049,1564,Chk1
1050,1565,Chk1
1051,1566,CDK1
1052,1567,PLK1
1053,1568,PLK1
1054,1569,PLK1
1055,1570,PLK1
1056,1571,PLK1
1057,1572,PLK1
1058,1573,PLK1
1059,1574,PLK1
1060,1575,PLK1
1061,1576,PLK1
1062,1577,PLK1
1063,1578,p90RSK
1064,1579,CDK1
1065,1580,CDK1
1066,1581,JNK1
1067,1582,JNK1
1068,1583,CK2A1
1069,1588,BRSK1 iso2
1069,1585,Chk1
1069,1586,Chk2
1069,1584,MAPKAPK2
1069,1587,MARK3
1070,1589,CDK1
1070,1590,CDK2
1071,1591,CDK1
1072,1592,CDK1
1073,1593,CDK1
1073,1595,JNK1
1073,1594,JNK2
1074,1596,CDK1
1075,1597,CDK1
1076,1598,PLK1
1077,1599,PLK1
1077,1600,PLK3
1078,1601,p90RSK
1079,1602,PLK3
1080,1603,LATS1
1080,1604,LATS2
1081,1605,CK2A1
1082,1606,AMPKA2
1083,1607,CDK1
1083,1608,PLK1
1084,1609,CDK1
1084,1610,PLK1
1085,1611,CDK1
1086,1612,CDK1
1087,1613,CDK1
1088,1614,CDK1
1088,1615,PLK1
1089,1616,CDK1
1089,1617,PLK1
1090,1618,CDK1
1090,1619,PLK1
1091,1620,CDK1
1092,1621,CDK1
1093,1622,CDK1
1093,1623,PLK1
1094,1624,CDK1
1094,1625,PLK1
1095,1626,CK2A1
1096,1627,CK2A1
1097,1628,CK2A1
1098,1629,CK2A1
1099,1630,CK2A1
1100,1631,p90RSK
1101,1632,CK2A1
1101,1633,CK2A2
1102,1634,Yes
1103,1635,ULK1
1104,1636,Src
1105,1637,CDK2
1106,1638,CDK2
1107,1639,CDK2
1108,1640,PLK1
1109,1641,CDK1
1109,1642,CDK2
1110,1643,CDC7
1111,1644,CDC7
1112,1645,CDC7
1113,1646,CDC7
1114,1647,CDC7
1115,1648,CDC7
1116,1649,CDC7
1117,1650,Abl
1118,1651,Abl
1119,1652,Abl
1120,1653,AurB
1121,1655,CDK1
1121,1654,ERK1
1121,1656,ERK2
1122,1660,AurB
1122,1658,CDK1
1122,1657,ERK1
1122,1659,ERK2
1123,1662,AurB
1123,1661,CDK1
1124,1664,AurB
1124,1663,CDK1
1125,1666,AurB
1125,1665,CDK1
1126,1667,CDK1
1127,1668,CDK1
1128,1670,AurB
1128,1669,CDK1
1129,1672,AurB
1129,1671,CDK1
1130,1673,CDK1
1131,1675,AurB
1131,1674,CDK1
1132,1677,AurB
1132,1676,CDK1
1133,1679,AurB
1133,1678,CDK1
1134,1680,CDK1
1135,1682,AurB
1135,1681,CDK1
1136,1683,Akt1
1136,1684,Akt1
1137,1686,FAK
1137,1685,Src
1138,1687,Src
1139,1688,Src
1140,1689,p90RSK
1141,1690,p90RSK
1142,1691,PKCD
1143,1692,CK2A1
1144,1693,CK2A1
1145,1694,CK2A1
1146,1697,CK1A
1146,1696,CK1D
1146,1695,CK1E
1147,1698,Src
1148,1699,Src
1149,1700,Src
1150,1701,Src
1151,1702,Src
1152,1703,Src
1153,1704,Src
1154,1705,Src
1155,1706,CK2A1
1156,1707,CDK7
1156,1708,Cot
1157,1709,Chk1
1158,1710,HER2
1158,1712,Myt1
1158,1711,Src
1158,1713,Wee1
1159,1714,Myt1
1160,1715,PKR
1161,1716,CDK7
1162,1717,Chk2
1163,1718,CDK11A iso10
1164,1719,CDK7
1165,1720,Chk1
1166,1721,PKACA
1167,1722,PKACA
1168,1723,PKACA
1169,1725,BRSK2
1169,1724,PKACA
1170,1726,CDK2
1171,1727,CDK7
1172,1730,CDK2
1172,1732,CDK20
1172,1728,CDK7
1172,1729,ERK1
1172,1731,ERK2
1173,1733,CDK7
1174,1734,CDK7
1175,1735,Wee1
1176,1736,Wee1
1177,1737,Akt1
1177,1738,Akt1
1178,1739,IKKE
1179,1740,CDK7
1179,1742,JNK1
1179,1741,JNK2
1180,1745,LYN
1180,1746,LYN
1180,1744,Src
1180,1743,Yes
1181,1747,PKCD
1182,1748,CK1A
1183,1749,CDK5
1184,1750,CDK5
1185,1751,QIK
1186,1752,LRRK1
1187,1753,LRRK1
1188,1754,CDK7
1189,1756,CDK1
1189,1757,CDK2
1189,1755,PKCI
1190,1758,CDK1
1190,1759,CDK2
1191,1760,NEK6
1192,1761,CDK2
1193,1762,CDK9
1194,1763,CDK9
1195,1764,CDK9
1196,1765,CDK9
1197,1766,CDK9
1198,1767,CDK9
1199,1768,CDKL5
1200,1769,CDKL5
1201,1770,DYRK1A
1202,1771,PKACA
1203,1772,CDK1
1203,1773,CDK2
1204,1774,P38A
1205,1775,Akt2
1206,1776,CDK2
1206,1777,JNK1
1207,1778,CDK2
1208,1781,CDK2
1208,1779,GSK3B
1208,1780,P38A
1209,1782,CAMK2D
1210,1783,CAMK2D
1211,1784,CDK4
1211,1785,CDK6
1212,1786,Akt1
1212,1787,Akt1
1213,1788,AurA
1213,1789,AurB
1214,1790,CDK1
1215,1791,CDK2
1216,1792,ERK2
1217,1793,ERK2
1218,1794,ERK2
1219,1795,ERK2
1220,1796,AurA
1221,1798,PLK2
1221,1797,PLK4
1222,1799,PLK2
1223,1800,PLK1
1224,1801,PLK1
1225,1802,PLK1
1226,1803,PLK1
1227,1804,PLK1
1228,1805,PLK1
1229,1806,PLK1
1230,1807,PLK1
1231,1808,PLK1
1232,1809,PLK1
1233,1810,PLK1
1234,1812,PKCA
1234,1811,PKCE
1235,1814,PKCA
1235,1813,PKCE
1236,1815,Akt1
1236,1816,Akt1
1237,1817,Brk
1238,1818,CDK5
1239,1819,CDK5
1240,1820,Fyn
1241,1821,Fyn
1242,1822,Akt1
1242,1823,Akt1
1243,1824,Akt1
1243,1825,Akt1
1244,1826,MAPKAPK2
1245,1827,MAPKAPK2
1246,1828,Chk1
1247,1829,PLK1
1248,1830,QIK
1249,1831,QIK
1250,1832,NEK2
1251,1833,NEK2
1252,1834,CDK1
1252,1835,ERK2
1253,1836,CDK1
1253,1837,ERK2
1254,1838,PLK1
1255,1839,CDK2
1256,1840,CK2A1
1257,1841,CK2A1
1258,1842,CK2A1
1259,1843,AurA
1260,1844,PKCA
1260,1845,PKCB
1261,1846,Akt1
1261,1847,Akt1
1262,1848,PKCA
1262,1849,PKCB
1263,1850,CK2A1
1264,1851,AMPKA1
1264,1853,Lmr2
1264,1852,PKACA
1264,1854,PKCA
1265,1855,AMPKA1
1265,1856,PKACA
1266,1857,AMPKA1
1266,1858,PKACA
1266,1859,PKCA
1267,1860,Syk
1268,1861,PKACA
1269,1862,PKACA
1270,1863,PKACA
1270,1864,PKCA
1271,1865,PKACA
1271,1866,PKCA
1272,1867,PKACA
1273,1868,ATR
1274,1869,AMPKA1
1275,1870,ChaK1
1276,1871,ChaK1
1277,1872,ChaK1
1278,1873,ChaK1
1279,1874,ChaK1
1280,1875,ChaK1
1281,1876,ChaK1
1282,1877,ChaK1
1283,1878,ChaK1
1284,1879,ChaK1
1285,1880,ChaK1
1286,1881,ChaK1
1287,1882,ChaK1
1288,1883,ChaK1
1289,1884,ChaK1
1290,1885,ChaK1
1291,1886,ChaK1
1292,1887,ChaK1
1293,1888,ChaK1
1294,1889,ChaK1
1295,1890,ChaK1
1296,1891,ChaK1
1297,1892,ChaK1
1298,1893,ChaK1
1299,1894,ChaK1
1300,1895,ChaK1
1301,1896,ChaK1
1302,1897,ChaK1
1303,1898,ChaK1
1304,1899,ChaK1
1305,1900,ChaK1
1306,1901,ChaK1
1307,1902,ChaK1
1308,1903,ChaK1
1309,1904,ChaK1
1310,1905,ChaK1
1311,1906,ChaK1
1312,1907,ChaK1
1313,1908,ChaK1
1314,1909,ChaK1
1315,1910,ChaK1
1316,1911,ChaK1
1317,1912,ChaK1
1318,1913,ChaK1
1319,1914,ChaK1
1320,1915,ChaK1
1321,1916,ChaK2
1322,1920,PKCA
1322,1921,PKCB
1322,1918,PKCB iso2
1322,1917,PKCD
1322,1919,PKCE
1322,1922,PKCG
1322,1923,PKCZ
1323,1927,PKCA
1323,1928,PKCB
1323,1925,PKCB iso2
1323,1924,PKCD
1323,1926,PKCE
1323,1929,PKCG
1323,1930,PKCZ
1324,1931,CAMK2A
1325,1933,PKCA
1325,1934,PKCB
1325,1932,PKCB iso2
1325,1935,PKCG
1326,1937,PKCA
1326,1938,PKCB
1326,1936,PKCB iso2
1326,1939,PKCG
1327,1941,PKCA
1327,1942,PKCB
1327,1940,PKCB iso2
1327,1943,PKCG
1328,1945,Abl
1328,1944,BCR-ABL1
1329,1946,PKACA
1330,1947,ATM
1331,1948,Chk1
1332,1950,ATR
1332,1949,Chk1
1333,1951,Chk1
1334,1952,Chk1
1335,1953,CDK1
1335,1954,CDK2
1336,1955,CDK1
1336,1956,CDK2
1337,1958,Akt1
1337,1959,Akt1
1337,1957,p90RSK
1338,1960,ATR
1339,1963,ATM
1339,1961,ATR
1339,1962,Cot
1340,1965,ATM
1340,1964,Chk2
1341,1966,Chk2
1342,1967,Chk2
1343,1968,Chk2
1344,1969,Chk2
1345,1971,ATM
1345,1970,Chk2
1346,1976,ATM
1346,1975,ATR
1346,1972,Chk2
1346,1973,DNAPK
1346,1974,PLK1
1346,1977,TTK
1346,1978,ZAK
1347,1979,Chk2
1348,1980,Chk2
1348,1981,DNAPK
1349,1982,Chk2
1350,1983,Chk2
1351,1984,Chk2
1352,1985,Chk2
1353,1986,Chk2
1353,1987,DNAPK
1354,1988,PLK1
1355,1989,PLK1
1356,1990,PLK1
1357,1991,ATM
1358,1992,ATM
1359,1993,PLK3
1360,1994,PLK3
1361,1995,Src
1362,1996,Src
1363,1997,PKACA
1364,1998,PKACA
1365,1999,AurB
1366,2000,AurB
1367,2001,AurB
1368,2002,PKACA
1369,2003,Chk1
1370,2004,PRKD2
1371,2005,PKACA
1372,2006,PKACA
1373,2007,ERK1
1373,2008,ERK2
1374,2009,ERK1
1374,2010,ERK2
1375,2011,GSK3B
1376,2012,PLK1
1377,2013,PKACA
1378,2014,PKACA
1379,2015,AMPKA1
1380,2016,CK1E
1381,2017,CK1E
1382,2018,CK1E
1383,2019,CK1E
1384,2020,CK1E
1385,2021,CK1E
1386,2022,CK1E
1387,2023,CK1E
1388,2024,CK2A1
1389,2025,CDK1
1390,2026,CDK1
1391,2027,CDK1
1391,2028,ERK2
1392,2029,CDK1
1392,2030,ERK2
1393,2031,Akt1
1393,2032,Akt1
1394,2033,CK2A1
1394,2034,CK2A2
1395,2035,CK2A1
1395,2036,CK2A2
1396,2037,Chk1
1397,2038,CDK1
1398,2039,CDK1
1399,2040,AurB
1400,2041,AurB
1401,2042,CDK1
1401,2043,GSK3B
1402,2044,CDK1
1403,2045,GSK3B
1404,2046,GSK3B
1405,2047,GSK3B
1406,2048,GSK3B
1407,2049,Chk1
1408,2050,CDC7
1409,2051,CDC7
1410,2052,CDC7
1411,2053,CDC7
1412,2054,CDC7
1413,2055,CDC7
1414,2056,CDC7
1415,2057,CDC7
1416,2058,CDC7
1417,2059,PLK1
1418,2060,PKACA
1419,2061,EphA2
1420,2062,PKCA
1421,2063,WNK4
1422,2064,PKCA
1423,2065,CAMK2A
1424,2066,Fyn
1425,2067,Akt1
1425,2068,Akt1
1426,2069,Akt1
1426,2070,Akt1
1427,2071,Chk1
1428,2072,GSK3B
1429,2073,CDK5
1430,2074,CDK5
1431,2075,GRK2
1432,2076,Src
1433,2077,Src
1434,2078,Src
1435,2079,Src
1436,2080,AurB
1437,2081,Src
1438,2085,LIMK1
1438,2084,LIMK2
1438,2083,PRKD1
1438,2082,TESK1
1439,2086,PKCA
1440,2087,PKCA
1441,2088,VRK1
1441,2089,VRK2
1442,2090,CK2A1
1443,2091,CK2A1
1444,2092,COL4A3BP
1445,2093,CK1G2
1445,2094,PRKD1
1446,2095,ATM
1447,2097,ATM
1447,2096,ATR
1448,2098,ERK2
1449,2099,Akt1
1449,2100,Akt1
1450,2101,P38A
1450,2102,PKCA
1451,2103,CK2A1
1452,2104,Src
1453,2105,Src
1454,2108,CDK1
1454,2109,CDK2
1454,2107,ERK1
1454,2110,ERK2
1454,2111,PAK1
1454,2106,PKCD
1455,2112,AMPKA1
1456,2114,Pyk2
1456,2113,Syk
1457,2115,Chk1
1457,2116,PRKD1
1458,2117,ERK1
1458,2118,ERK2
1458,2119,PAK1
1459,2122,Abl
1459,2121,Pyk2
1459,2120,Src
1460,2124,Pyk2
1460,2123,Src
1461,2125,Src
1462,2126,PKCI
1463,2127,PRKD1
1464,2128,Akt1
1464,2129,Akt1
1465,2130,Fyn
1466,2131,LYN
1466,2132,LYN
1467,2133,PLK4
1468,2134,ERK2
1469,2137,ATM
1469,2136,CK1A
1469,2135,CK2A1
1470,2139,CK1A
1470,2138,CK2A1
1471,2150,ATM
1471,2140,CAMK4
1471,2149,Cot
1471,2141,MAPKAPK2
1471,2152,MSK1
1471,2143,MSK2
1471,2147,p90RSK
1471,2142,PKACA
1471,2148,PKCE
1471,2144,PRKD1
1471,2153,RSK2
1471,2154,RSK2
1471,2151,RSK3
1471,2145,SGK1
1471,2146,TSSK4
1472,2155,CDK1
1472,2156,HIPK2
1473,2157,CDK1
1474,2158,PRKD1
1475,2159,GSK3B
1476,2160,CK1A
1477,2161,CK1A
1478,2163,ATM
1478,2162,ATR
1479,2164,ATM
1480,2166,CDK1
1480,2165,ERK1
1481,2167,CDK1
1482,2168,PKACA
1483,2169,Abl
1483,2170,Arg
1484,2171,Abl
1485,2172,Abl
1486,2173,PAK1
1487,2175,Abl
1487,2174,BCR-ABL1
1488,2176,AurA
1489,2177,AurA
1490,2178,CDK2
1490,2179,CDK5
1491,2180,CDK5
1491,2181,DYRK2
1492,2182,Fyn
1493,2184,Fer
1493,2183,Yes
1494,2185,GSK3B
1495,2186,GSK3B
1496,2188,GSK3A
1496,2187,GSK3B
1497,2189,CDK5
1497,2190,DYRK2
1498,2191,ROCK1
1498,2192,ROCK2
1499,2193,Fer
1500,2194,CDK5
1501,2195,CDK5
1502,2196,GSK3B
1503,2197,GSK3B
1504,2198,GSK3B
1505,2199,CDK5
1505,2200,DYRK2
1506,2201,CDK2
1507,2202,ATM
1508,2203,P38A
1509,2204,Chk1
1510,2205,LYN
1510,2206,LYN
1511,2207,LYN
1511,2208,LYN
1512,2209,LYN
1512,2210,LYN
1513,2211,LYN
1513,2212,LYN
1514,2213,CSFR
1515,2214,CSFR
1516,2215,CSFR
1517,2216,CSFR
1518,2217,AurB
1519,2218,PKACA
1520,2219,AMPKA1
1520,2220,PAK1
1521,2221,HIPK2
1521,2222,JNK1
1522,2223,HIPK2
1523,2224,CK2A1
1524,2225,CK2A1
1525,2226,CK2A1
1526,2227,CK2A1
1527,2228,CK2A1
1528,2229,ATR
1529,2230,PKG2
1530,2231,CDK2
1531,2232,CDK2
1532,2233,ATR
1533,2234,ATM
1534,2235,ATM
1535,2236,CK2A1
1536,2237,PKCD
1537,2241,Akt1
1537,2242,Akt1
1537,2240,Akt2
1537,2238,CAMK2A
1537,2239,PKACA
1538,2243,CAMK2A
1539,2244,CAMK2A
1540,2249,CK1A
1540,2247,CK1D
1540,2245,CK1E
1540,2248,IKKA
1540,2246,PKACA
1540,2250,PKCZ
1541,2253,MEKK2
1541,2254,PAK1
1541,2252,PAK4
1541,2251,PKACA
1542,2257,Abl
1542,2258,EGFR
1542,2255,HER2
1542,2256,Src
1543,2260,Brk
1543,2259,Src
1544,2261,Brk
1544,2265,EGFR
1544,2264,FGFR2
1544,2262,FGFR3
1544,2263,TrkA
1545,2266,Brk
1546,2267,Brk
1546,2268,JAK3
1547,2269,PRKD1
1548,2271,CK2A2
1548,2270,PRKD1
1549,2272,Abl
1550,2273,Abl
1550,2274,JAK3
1551,2277,GSK3A
1551,2275,GSK3B
1551,2276,IKKA
1551,2278,JNK1
1552,2281,GSK3A
1552,2279,GSK3B
1552,2280,IKKA
1552,2282,JNK1
1553,2285,GSK3A
1553,2283,GSK3B
1553,2284,IKKA
1553,2286,JNK1
1554,2287,P38G
1555,2288,CK2A2
1556,2289,CK2A2
1557,2290,PLK1
1558,2291,CDK5
1559,2292,CDK5
1560,2293,JAK3
1561,2294,CK1E
1561,2295,PKCE
1562,2296,PKCA
1563,2297,Src
1564,2298,Fer
1564,2299,Fyn
1565,2300,Fyn
1566,2301,PKACA
1566,2302,PKCA
1567,2303,GSK3A
1568,2304,PKCA
1569,2305,CK1A
1570,2306,CDK2
1571,2307,CDK1
1572,2308,PKACA
1573,2309,PKACA
1574,2310,PKACA
1575,2311,PKACA
1576,2312,ATR
1577,2314,GRK6
1577,2313,PKCD
1578,2316,GRK6
1578,2315,PKCD
1579,2317,Pim1
1580,2319,PKCA
1580,2318,PKCD
1581,2320,IKKB
1582,2321,IKKB
1583,2322,IKKB
1584,2323,IKKB
1585,2324,IKKB
1586,2325,IKKB
1587,2326,IKKB
1588,2327,PKACA
1589,2328,Src
1590,2329,PKACA
1591,2330,PKACA
1591,2331,PKCA
1592,2332,PKACA
1592,2333,PKCA
1593,2334,PKACA
1593,2335,PKCA
1594,2336,PKACA
1594,2337,PKCA
1595,2338,PKCA
1596,2339,PKCA
1597,2340,PKCA
1598,2341,PKCA
1599,2342,PKCA
1600,2343,PKCA
1601,2344,PKCA
1602,2345,PKCA
1603,2346,PKCA
1604,2347,PKCA
1605,2348,PKCA
1606,2349,Akt1
1606,2350,Akt1
1607,2352,PKCB iso2
1607,2351,PKCD
1607,2353,PKCG
1608,2355,CAMK2G
1608,2354,ROCK2
1609,2356,RIPK1
1610,2357,PKACA
1611,2358,PKACA
1612,2359,mTOR
1613,2361,PKACA
1613,2360,PKCD
1614,2362,PKCD
1615,2363,PKCD
1616,2365,PKACA
1616,2364,PKCD
1617,2367,PKACA
1617,2366,PKCD
1618,2368,PKACA
1619,2369,ERK1
1619,2370,ERK2
1620,2371,DAPK1
1621,2372,p90RSK
1621,2373,RSK2
1621,2374,RSK2
1622,2375,DAPK2
1623,2377,DAPK3
1623,2376,ROCK1
1624,2379,DAPK3
1624,2378,ROCK1
1625,2380,DAPK3
1626,2381,DAPK3
1627,2382,DAPK3
1628,2383,DAPK3
1629,2387,EGFR
1629,2386,INSR
1629,2385,PDGFRA
1629,2384,Src
1630,2388,Src
1631,2390,Lck
1631,2391,LYN
1631,2392,LYN
1631,2389,Src
1632,2393,PKACA
1633,2394,PKCA
1634,2395,PKCA
1635,2396,CK2A1
1636,2397,CK2A1
1637,2398,RIPK3
1638,2399,ASK1
1639,2400,ASK1
1640,2401,ATR
1641,2402,ATM
1642,2403,ERK2
1643,2404,ERK2
1644,2405,MAPKAPK2
1645,2406,ATR
1646,2407,CDC7
1647,2408,CDC7
1648,2409,CDC7
1649,2411,ATM
1649,2410,ATR
1650,2413,ATM
1650,2412,ATR
1651,2415,ATM
1651,2414,ATR
1652,2416,CDK5
1653,2417,ZAP70
1654,2418,ZAP70
1655,2419,CK1D
1656,2420,CK1D
1657,2423,ATM
1657,2422,ATR
1657,2421,CK1D
1658,2424,CK1D
1659,2425,JNK1
1660,2426,AurB
1661,2427,PKACA
1662,2428,Abl
1663,2429,Abl
1664,2430,MST4
1665,2431,EGFR
1666,2432,CK2A1
1667,2434,AMPKA1
1667,2433,CK2A1
1668,2435,CK2A1
1669,2436,CK2A1
1670,2437,P38A
1671,2438,P38A
1672,2439,NEK6
1673,2440,Src
1674,2441,Src
1675,2442,Src
1676,2443,Src
1677,2444,Chk1
1678,2445,Chk1
1679,2446,Chk1
1680,2447,CDK1
1680,2448,CDK2
1681,2449,CDK1
1682,2450,IKKE
1683,2451,AurB
1684,2452,AurB
1685,2453,Btk
1685,2454,Btk
1686,2455,CDK2
1687,2456,MAPKAPK2
1688,2457,Abl
1689,2458,P38A
1690,2459,P38A
1691,2460,AurB
1692,2461,CK2A1
1693,2462,CK2A1
1693,2463,DAPK1
1694,2464,CK2A1
1694,2465,IKKE
1695,2466,DAPK1
1696,2467,DAPK1
1696,2468,PKCA
1697,2469,DAPK1
1698,2470,DAPK1
1699,2471,DAPK1
1700,2472,DAPK1
1701,2473,PKCA
1702,2474,ITK
1703,2475,ITK
1704,2476,AurB
1705,2477,PKACA
1706,2478,ULK1
1706,2479,ULK2
1707,2480,ULK1
1707,2481,ULK2
1708,2482,CDK1
1709,2484,CK1A
1709,2485,p70S6K
1709,2483,p90RSK
1710,2488,CK1A
1710,2487,mTOR
1710,2489,p70S6K
1710,2486,p90RSK
1711,2491,CK1A
1711,2492,p70S6K
1711,2490,p90RSK
1712,2493,mTOR
1713,2494,mTOR
1714,2495,mTOR
1715,2496,mTOR
1716,2497,CK1A
1717,2498,CK1A
1718,2501,AurB
1718,2499,PKACA
1718,2500,ROCK1
1719,2502,PKACA
1719,2503,ROCK1
1720,2506,AurB
1720,2504,PKACA
1720,2505,ROCK1
1721,2508,AurB
1721,2507,ROCK1
1722,2509,ROCK1
1723,2511,GSK3B
1723,2510,PKACA
1724,2512,GSK3B
1725,2514,LIMK1
1725,2513,LIMK2
1726,2515,JNK1
1727,2517,Lck
1727,2516,Src
1728,2518,JNK1
1729,2519,JNK1
1730,2520,Akt1
1731,2521,CDK1
1732,2522,AurB
1733,2523,AurB
1734,2524,AurB
1735,2525,AurB
1736,2526,CDK2
1737,2527,MARK1
1738,2528,MARK1
1739,2529,PRKD1
1740,2530,Akt1
1740,2531,Akt1
1741,2532,Akt1
1741,2533,Akt1
1742,2534,Akt1
1742,2535,Akt1
1743,2536,RIPK3
1744,2537,CDK1
1744,2539,CDK2
1744,2538,P38G
1745,2540,CDK1
1745,2542,CDK2
1745,2543,ERK5
1745,2541,P38G
1746,2544,P38G
1747,2545,PKCA
1748,2546,CK2A1
1748,2547,CK2B
1749,2548,AurA
1750,2549,AurA
1751,2550,AurA
1752,2551,AurA
1753,2552,CDK1
1754,2553,CDK1
1755,2554,CDK1
1756,2555,CDK1
1757,2556,PKACA
1758,2557,CK2A1
1759,2558,CK2A1
1760,2559,CK2A1
1761,2560,PKACA
1761,2561,PKCG
1762,2562,PKCG
1763,2563,Fyn
1764,2564,PKCA
1765,2567,ATM
1765,2566,ATR
1765,2565,DNAPK
1766,2570,ATM
1766,2569,ATR
1766,2568,DNAPK
1767,2573,ATM
1767,2572,ATR
1767,2571,DNAPK
1768,2574,DNAPK
1769,2575,DNAPK
1770,2577,ATM
1770,2576,DNAPK
1771,2578,AurB
1772,2579,CDK1
1772,2580,CDK2
1772,2581,CDK5
1773,2582,CDK4
1774,2583,CDK4
1775,2584,mTOR
1776,2585,Akt1
1776,2586,Akt1
1777,2587,Akt1
1777,2588,Akt1
1778,2589,HER2
1779,2590,PKCA
1780,2591,PKCA
1781,2592,PKCA
1782,2593,INSR
1782,2594,Ret
1783,2595,INSR
1784,2596,IKKB
1785,2597,IKKB
1786,2598,IKKB
1787,2599,IKKB
1788,2600,GRK2
1789,2601,GSK3B
1790,2602,DYRK2
1791,2603,JNK2
1792,2604,JNK2
1793,2605,JNK2
1794,2606,CK2A1
1795,2607,CDK5
1796,2608,MPSK1
1797,2609,Chk1
1798,2610,GSK3B
1799,2611,GSK3B
1799,2612,P38A
1800,2613,P38A
1801,2614,P38A
1802,2615,P38A
1803,2616,P38A
1804,2619,CDK1
1804,2620,CDK2
1804,2622,CDK5
1804,2618,ERK1
1804,2621,ERK2
1804,2617,PKCD
1805,2623,PKACA
1805,2624,PRKD1
1806,2625,Abl
1807,2626,Abl
1808,2627,Abl
1809,2628,GSK3B
1810,2629,GSK3B
1811,2630,GSK3B
1812,2631,JNK1
1812,2632,JNK3
1813,2633,AurB
1814,2634,AurB
1815,2635,PKACA
1816,2636,PKACA
1817,2637,PKCA
1818,2638,PKCA
1819,2639,PKCA
1820,2640,PKACA
1821,2641,PKACA
1822,2642,AMPKA2
1823,2643,ERK2
1824,2644,ERK2
1825,2645,mTOR
1826,2646,mTOR
1827,2647,ERK2
1828,2648,Syk
1828,2649,ZAP70
1829,2650,Syk
1829,2651,ZAP70
1830,2652,ERK1
1830,2653,ERK2
1831,2654,ERK1
1831,2655,ERK2
1832,2656,ERK1
1832,2657,ERK2
1833,2658,ERK1
1834,2659,ERK1
1834,2660,ERK2
1835,2661,ERK1
1835,2662,ERK2
1836,2663,ERK1
1837,2664,CDK1
1838,2665,CDK1
1839,2667,CK1D
1839,2666,CK1E
1840,2669,CK1D
1840,2668,CK1E
1841,2670,Src
1842,2671,Src
1843,2672,Src
1844,2673,Src
1845,2674,Src
1846,2675,PLK1
1847,2676,NEK2
1848,2677,NEK2
1849,2678,NEK2
1850,2679,NEK2
1851,2680,DYRK1A
1852,2681,CDK5
1853,2682,PKCA
1854,2683,CDK1
1854,2684,CDK2
1855,2685,CDK1
1856,2686,AurA
1857,2687,CDK1
1858,2688,PLK1
1859,2689,CDK1
1860,2690,PKACA
1861,2691,DYRK1A
1862,2692,DYRK1B
1862,2693,ERK2
1863,2694,MLK2
1864,2695,MLK2
1865,2696,ATM
1866,2697,ATM
1867,2698,MLK2
1868,2699,MLK2
1869,2700,MLK2
1870,2701,MLK2
1871,2702,MLK2
1872,2703,CDK2
1872,2704,CDK4
1873,2705,CDK2
1873,2706,CDK4
1874,2707,PAK5
1875,2708,ERK2
1876,2709,ERK2
1877,2710,ERK2
1878,2711,CDK7
1878,2713,GSK3B
1878,2712,P38B
1879,2714,CDK7
1879,2716,GSK3B
1879,2715,P38B
1880,2718,CDK1
1880,2717,TBK1
1881,2719,CDK1
1881,2720,TAK1
1882,2721,Chk2
1883,2722,CDK8
1884,2724,ATM
1884,2723,ATR
1885,2725,Chk1
1885,2726,Chk2
1886,2727,ERK1
1887,2728,ERK1
1888,2729,Chk1
1889,2730,Chk1
1890,2733,PKCA
1890,2731,PKCD
1890,2732,PKCT
1891,2734,Src
1892,2735,ASK1
1893,2736,ASK1
1894,2737,ASK1
1895,2738,AurA
1895,2739,AurB
1896,2740,Chk1
1897,2742,PKCA
1897,2741,PKCD
1898,2743,PAK1
1899,2744,PKCA
1900,2745,CK1A
1901,2746,CK1A
1902,2747,CK2A1
1903,2748,CK2A1
1904,2749,CK2A1
1905,2750,PKCI
1906,2751,CDK1
1907,2752,CDK1
1908,2753,CDK1
1909,2755,Akt1
1909,2756,Akt1
1909,2754,Akt2
1910,2757,Akt1
