KS ID,UID,Kinase
1910,2758,Akt1
1911,2759,P38A
1912,2760,TAK1
1913,2761,TGFBR1
1914,2763,PASK
1914,2762,ROCK2
1915,2764,BRAF
1916,2765,BRAF
1917,2767,BRAF
1917,2766,RAF1
1918,2768,JNK1
1919,2769,JNK1
1920,2770,CK2A1
1921,2771,CDK1
1922,2772,CDK2
1923,2773,CDK2
1924,2774,AMPKA1
1924,2775,AMPKA2
1925,2777,EEF2K
1925,2776,P38B
1925,2778,P38D
1926,2779,MAPKAPK2
1927,2781,EEF2K
1927,2783,p70S6K
1927,2780,P70S6KB
1927,2782,p90RSK
1928,2784,CDK1
1928,2785,P38D
1929,2786,EEF2K
1930,2787,EEF2K
1931,2788,EEF2K
1932,2789,EEF2K
1933,2790,EEF2K
1934,2791,EEF2K
1935,2792,mTOR
1936,2793,mTOR
1937,2794,ChaK1
1938,2795,CDK1
1939,2796,AMPKA1
1940,2798,P38A
1940,2797,P38B
1941,2800,P38A
1941,2799,P38B
1942,2801,ERK1
1942,2803,ERK2
1942,2802,P38A
1943,2805,Abl
1943,2806,EGFR
1943,2804,Src
1944,2808,EGFR
1944,2807,Src
1945,2809,Src
1946,2810,Src
1947,2811,Src
1948,2812,Src
1949,2813,Src
1950,2815,EGFR
1950,2814,Src
1951,2816,CDK1
1952,2819,PKCA
1952,2817,PKN1
1952,2818,PKN3
1953,2820,Abl
1953,2821,EGFR
1954,2822,Abl
1954,2823,EGFR
1955,2824,EGFR
1956,2825,Akt1
1956,2826,Akt1
1957,2827,GSK3B
1958,2828,GSK3B
1959,2829,CDK2
1959,2830,CDK4
1959,2831,CDK6
1960,2832,PKCA
1961,2833,PKCA
1962,2834,PKCA
1963,2835,CK2A1
1964,2836,ATM
1965,2840,ERK2
1965,2837,HRI
1965,2839,P38A
1965,2841,PERK
1965,2838,PKR
1965,2842,RSK2
1965,2843,RSK2
1966,2844,HRI
1966,2846,PERK
1966,2845,PKR
1967,2847,CK2A1
1968,2848,CK2A1
1969,2849,PKCA
1970,2850,CK2A1
1971,2851,CDK11B
1971,2852,CDK19
1972,2853,CDK19
1973,2854,TAK1
1974,2855,MELK
1975,2856,MELK
1975,2858,p70S6K
1975,2857,p90RSK
1976,2861,Mnk1
1976,2859,Mnk1 iso2
1976,2860,Mnk2
1977,2862,CDK1
1978,2863,CDK2
1979,2864,Cot
1980,2865,PKCA
1981,2866,PAK2
1982,2867,CK2A1
1983,2868,ERK1
1983,2869,ERK2
1984,2870,CK2A1
1985,2871,CDK1
1986,2872,CAMK1A
1986,2874,CAMK1B
1986,2873,CAMK1G
1987,2875,CK2A1
1988,2876,CK2A1
1989,2877,CK2A1
1990,2878,CK2A1
1991,2879,CK1A
1992,2880,CK1A
1993,2881,PKCA
1994,2882,PKCI
1995,2883,PAK1
1996,2884,CDK2
1997,2885,CDK2
1998,2886,JNK1
1999,2887,Chk1
2000,2888,ERK1
2001,2889,ERK1
2001,2891,ERK2
2001,2892,MSK1
2001,2890,P38A
2002,2893,PRP4
2003,2894,CDK2
2004,2895,CDK2
2005,2896,mTOR
2006,2899,AXL
2006,2898,Hck
2006,2897,Src
2007,2901,AXL
2007,2900,Src
2008,2902,Hck
2009,2903,Hck
2010,2904,Hck
2011,2905,Hck
2012,2906,AXL
2013,2907,PKACA
2014,2908,Src
2015,2909,Src
2016,2910,Src
2017,2911,Abl
2018,2912,Chk1
2019,2913,Akt1
2019,2914,Akt1
2020,2915,ROCK2
2021,2917,FAK
2021,2916,Src
2022,2918,Src
2023,2919,TGFBR2
2024,2920,TGFBR2
2025,2921,ALK1
2026,2922,ALK1
2027,2923,ALK1
2027,2924,TGFBR1
2028,2925,ALK1
2028,2926,TGFBR1
2029,2927,ULK1
2030,2928,ULK1
2031,2932,Akt1
2031,2933,Akt1
2031,2929,AMPKA1
2031,2930,PKACA
2031,2931,PKG2
2032,2934,AMPKA1
2032,2935,PKACA
2032,2936,PKG2
2033,2937,PKACA
2033,2939,PKCA
2033,2938,PKG2
2034,2941,Akt1
2034,2940,PKACA
2035,2942,Pyk2
2036,2943,CDK5
2037,2944,PKCD
2038,2945,ENPP3
2039,2946,MASTL
2040,2947,GRK2
2041,2948,CDK1
2042,2949,CDK1
2043,2950,PKCB
2044,2951,EGFR
2045,2952,EphA2
2046,2953,EphA2
2047,2954,EphA2
2048,2955,EphA2
2049,2956,EphA2
2050,2957,EphA2
2051,2958,EphA2
2052,2959,EphA2
2053,2960,EphA2
2054,2962,Akt1
2054,2964,Akt1
2054,2961,p90RSK
2054,2963,RSK2
2054,2965,RSK2
2055,2966,EphA4
2056,2967,EphA4
2057,2968,EphB3
2058,2969,ERK1
2059,2970,ERK1
2060,2971,ERK1
2061,2972,Chk1
2062,2973,CDK5
2063,2974,P38A
2064,2975,CDK1
2065,2976,CDK2
2066,2977,CK2A1
2067,2984,Akt1
2067,2986,Akt1
2067,2983,Akt2
2067,2979,AurA
2067,2978,CK2A1
2067,2980,IKKE
2067,2982,p70S6K
2067,2981,p90RSK
2067,2985,RSK2
2067,2987,RSK2
2068,2988,CK2A1
2069,2994,Akt1
2069,2995,Akt1
2069,2989,AurA
2069,2993,PAK1
2069,2992,PAK4
2069,2991,PKACA
2069,2990,TBK1
2070,3002,CDK2
2070,2998,CDK3
2070,2996,CDK7
2070,2997,ERK1
2070,3003,ERK2
2070,2999,GSK3B
2070,3001,IKKA
2070,3000,P38A
2071,3004,PKACA
2072,3008,CDK2
2072,3006,CDK3
2072,3005,ERK1
2072,3009,ERK2
2072,3007,GSK3B
2072,3010,mTOR
2073,3014,CDK2
2073,3012,CDK3
2073,3011,ERK1
2073,3015,ERK2
2073,3013,GSK3B
2073,3016,mTOR
2074,3018,Lck
2074,3017,Src
2075,3019,Abl
2076,3020,Abl
2077,3021,GSK3B
2078,3023,CDK2
2078,3022,P38A
2079,3024,P38A
2080,3025,Abl
2081,3026,Abl
2082,3027,ERK2
2083,3028,ERK2
2084,3029,ERK2
2085,3030,ERK2
2086,3031,ERK2
2087,3032,ERK2
2088,3033,CK1A
2089,3034,CK1A
2090,3035,CK1A
2091,3036,ERK1
2091,3037,MEK1
2092,3038,ERK1
2092,3039,JAK2
2092,3040,MEK1
2092,3041,MEK2
2092,3042,Ret
2093,3043,MEK1
2094,3044,MEK1
2094,3045,MEK2
2095,3046,CDK1
2096,3047,CK2A1
2096,3048,ERK2
2097,3049,CK2A1
2098,3050,SGK1
2099,3051,JAK2
2099,3052,MEK1
2099,3053,Ret
2100,3054,MEK1
2101,3055,CDK1
2102,3056,CDK1
2103,3057,CDK1
2104,3058,CDK1
2105,3059,ERK3
2105,3060,PAK2
2106,3061,MEK5
2107,3062,MEK5
2108,3063,ERK1
2108,3064,ERK2
2108,3065,ERK5
2109,3067,ERK5
2109,3066,p90RSK
2110,3068,ERK5
2111,3069,ERK5
2112,3070,ERK5
2113,3071,ERK5
2114,3072,ERK5
2115,3073,ERK5
2116,3074,ERK5
2117,3075,ERK7
2118,3076,ERK7
2119,3077,ERK7
2120,3078,ERK7
2121,3079,ERK7
2122,3080,ERK7
2123,3081,ERK7
2124,3082,ERK7
2125,3083,PKACA
2126,3084,Src
2127,3087,Btk
2127,3088,Btk
2127,3086,ITK
2127,3085,TEC
2128,3089,CAMK2A
2129,3090,CAMK2A
2130,3091,CAMK2A
2131,3092,CAMK2A
2132,3093,ERK2
2132,3094,ERK5
2133,3095,CAMK2A
2134,3096,CAMK2A
2135,3097,CAMK2A
2136,3098,CDK10
2137,3099,CDK10
2138,3100,PKACA
2139,3101,PKACA
2140,3102,PKACA
2141,3103,CK2A1
2142,3104,CK2A1
2143,3111,ATM
2143,3110,ATR
2143,3106,ERK1
2143,3109,ERK2
2143,3107,JNK1 iso2
2143,3108,P38A
2143,3105,P38B
2144,3112,Src
2145,3113,PKCA
2146,3114,ERK1
2146,3115,ERK2
2147,3116,CK2A1
2148,3117,CK2A1
2149,3118,CDK1
2150,3119,Akt1
2150,3120,Akt1
2151,3121,ATM
2152,3122,AMPKA1
2153,3124,CDK1
2153,3123,PKCI
2154,3125,PKCI
2155,3127,CDK1
2155,3128,CDK2
2155,3126,PKCI
2156,3129,GSK3B
2157,3130,GSK3B
2157,3131,P38A
2158,3132,CDK2
2159,3133,JAK2
2160,3134,JAK3
2161,3135,Akt1
2161,3136,Akt1
2162,3137,ATM
2163,3148,Akt2
2163,3144,Cot
2163,3142,GRK2
2163,3145,HGK
2163,3143,LOK
2163,3140,LRRK2
2163,3147,MST4
2163,3146,PKCA
2163,3139,PKCI
2163,3138,PKCT
2163,3141,ROCK1
2164,3149,PKACA
2165,3151,Fer
2165,3150,Src
2166,3155,EGFR
2166,3154,Fer
2166,3153,Lck
2166,3152,Src
2167,3157,EGFR
2167,3156,Fer
2168,3158,P38A
2168,3159,PKCA
2169,3160,P38A
2169,3161,PKCA
2170,3162,CK2A1
2171,3163,AurA
2172,3166,CK1A
2172,3167,MEKK1
2172,3164,MKK7
2172,3165,PLK1
2173,3168,CK2B
2174,3170,AurA
2174,3169,CK2A1
2175,3172,AurA
2175,3171,CK2A1
2176,3173,Akt1
2176,3174,Akt1
2177,3177,EGFR
2177,3176,Met
2177,3175,PDGFRB
2178,3182,EGFR
2178,3180,Etk
2178,3181,Met
2178,3178,PDGFRB
2178,3179,Src
2179,3186,Etk
2179,3185,FGR
2179,3187,Met
2179,3188,Ret
2179,3184,Src
2179,3183,Yes
2180,3191,Etk
2180,3192,Met
2180,3193,Ret
2180,3190,Src
2180,3189,Yes
2181,3197,FAK
2181,3195,FGR
2181,3196,Met
2181,3194,Src
2182,3199,Etk
2182,3198,Src
2183,3201,Etk
2183,3203,FAK
2183,3202,Met
2183,3204,Ret
2183,3200,Src
2184,3206,Etk
2184,3205,Src
2185,3208,Etk
2185,3207,Src
2186,3211,Etk
2186,3213,FAK
2186,3210,FGR
2186,3212,Met
2186,3214,Ret
2186,3209,Src
2187,3218,FAK
2187,3217,Met
2187,3216,Pyk2
2187,3215,Src
2188,3220,Etk
2188,3219,Src
2189,3221,CDK5
2190,3222,ROCK1
2191,3223,Akt1
2191,3224,Akt1
2192,3225,Akt1
2192,3226,Akt1
2193,3227,ERK2
2194,3228,CDK2
2195,3229,Akt1
2195,3230,Akt1
2196,3231,EGFR
2197,3232,PKACA
2198,3233,CDK2
2199,3234,ERK1
2199,3235,ERK2
2200,3236,ERK1
2200,3237,ERK2
2201,3238,mTOR
2202,3239,mTOR
2203,3240,KIS
2204,3241,Src
2205,3242,AurA
2206,3243,AMPKA1
2207,3244,ATR
2208,3245,NEK2
2209,3246,Akt1
2209,3247,Akt1
2210,3248,Chk1
2211,3250,ATM
2211,3249,ATR
2212,3252,ATM
2212,3251,ATR
2213,3253,ATR
2214,3254,ATR
2215,3255,ATM
2216,3256,Chk1
2217,3257,Chk1
2218,3258,CDK1
2219,3259,ATM
2220,3260,ATM
2221,3261,ATM
2222,3262,ATM
2223,3263,ATM
2224,3264,ATR
2225,3265,PKCA
2226,3266,Src
2227,3267,Src
2228,3268,Src
2229,3269,ULK1
2230,3270,ULK1
2231,3271,CAMK2A
2232,3272,Src
2233,3273,PLK1
2234,3274,PLK1
2235,3275,CDK2
2236,3276,ATM
2237,3277,ATM
2238,3278,Akt1
2238,3279,Akt1
2239,3280,GSK3B
2240,3281,PLK4
2241,3282,ERK1
2241,3283,ERK2
2242,3285,PKCA
2242,3284,PKCI
2243,3287,PKCA
2243,3286,PKCI
2244,3288,SGK1
2245,3289,PLK2
2246,3290,PLK2
2247,3291,PLK2
2248,3292,ATM
2249,3294,PKACA
2249,3295,PKCB
2249,3293,PKCD
2250,3297,BLK
2250,3298,LYN
2250,3299,LYN
2250,3296,Syk
2251,3300,Syk
2252,3302,BLK
2252,3301,Fyn
2253,3304,BLK
2253,3303,Fyn
2253,3305,LYN
2253,3306,LYN
2254,3308,BLK
2254,3309,LYN
2254,3310,LYN
2254,3307,Syk
2255,3311,Syk
2256,3312,Src
2257,3313,Src
2258,3314,Src
2259,3315,Src
2260,3316,SGK1
2261,3317,GSK3B
2262,3318,ERK2
2263,3319,ERK2
2264,3320,ERK2
2265,3321,ERK2
2266,3322,Chk1
2267,3323,CDK1
2268,3325,Fer
2268,3324,Src
2269,3326,Fer
2270,3327,Fes
2271,3328,Fes
2272,3329,MARK1
2272,3330,MARK2
2272,3331,MARK3
2273,3332,CK2A1
2274,3333,CK2A1
2275,3334,CK2A1
2276,3335,CK2A1
2277,3336,TEC
2278,3337,FAM20C
2279,3338,ERK1
2279,3340,ERK2
2279,3339,P38A
2280,3341,Etk
2280,3342,FGFR1
2281,3343,Etk
2281,3344,FGFR1
2282,3345,PKCE
2283,3346,FGFR1
2284,3347,FGFR1
2285,3348,FGFR1
2286,3349,FGFR1
2287,3350,FGFR1
2288,3351,FGFR1
2289,3352,RSK2
2289,3353,RSK2
2290,3354,FGFR2
2291,3355,FGFR3
2292,3356,FGFR3
2293,3357,FGFR3
2294,3358,FGFR4
2295,3359,Src
2296,3360,Src
2297,3361,Src
2298,3362,Src
2299,3363,PKG1
2299,3364,ROCK1
2300,3365,ROCK1
2301,3366,ROCK1
2302,3367,Src
2303,3368,SGK3
2304,3369,SGK3
2305,3370,PKCD
2306,3371,CAMK2A
2307,3375,Akt1
2307,3376,Akt1
2307,3373,p90RSK
2307,3374,PAK1
2307,3372,PKACA
2308,3377,CDK1
2309,3378,CDK1
2310,3379,CDK1
2311,3380,CDK1
2312,3381,CDK1
2313,3382,TAK1
2314,3383,PAK1
2315,3384,PAK1
2316,3386,Akt1
2316,3387,Akt1
2316,3385,Akt2
2317,3388,Src
2318,3389,Src
2319,3390,Fyn
2320,3391,Fyn
2321,3392,FLT3
2322,3393,FLT3
2323,3394,FLT3
2324,3395,FLT3
2325,3396,FLT3
2326,3397,FLT3
2327,3398,FLT3
2328,3399,PDGFRB
2329,3400,PKCA
2330,3401,PKCA
2331,3402,PKCA
2332,3403,CK2A1
2332,3404,p70S6K
2333,3405,ERK2
2333,3406,ERK5
2334,3407,p90RSK
2335,3408,ERK5
2336,3409,IKKB
2337,3410,CK2A1
2338,3411,Abl
2339,3412,Abl
2340,3413,IKKA
2341,3414,IKKA
2342,3415,Akt1
2342,3416,Akt1
2343,3417,CDK2
2344,3418,P38A
2345,3419,CK1A
2346,3420,Akt1
2346,3421,Akt1
2347,3422,CDK1
2347,3423,CDK2
2348,3424,CDK1
2348,3425,CDK2
2349,3426,GSK3B
2350,3427,CDK1
2350,3428,CDK4
2350,3429,CDK6
2351,3430,CDK1
2351,3431,CDK4
2351,3432,CDK6
2352,3433,CDK1
2352,3434,CDK4
2352,3435,CDK6
2353,3436,CDK4
2353,3437,CDK6
2354,3438,CDK4
2354,3439,CDK6
2355,3440,CDK4
2355,3441,CDK6
2356,3442,CDK4
2357,3443,CDK4
2357,3444,CDK6
2358,3445,CDK4
2358,3446,CDK6
2359,3447,CDK4
2359,3448,CDK6
2360,3449,CDK4
2360,3450,CDK6
2361,3451,CDK4
2362,3452,PLK1
2363,3453,PLK1
2364,3454,CDK1
2364,3455,CDK2
2365,3456,Chk2
2366,3457,GSK3B
2367,3458,RSK2
2367,3459,RSK2
2368,3460,RSK2
2368,3461,RSK2
2369,3462,AMPKA1
2370,3463,CDK1
2370,3464,CDK2
2370,3465,CDK4
2370,3466,CDK5
2371,3468,DYRK1A
2371,3467,NLK
2372,3469,CK1A
2373,3470,CK1A
2374,3471,Akt1
2374,3472,Akt1
2375,3473,Akt1
2375,3474,Akt1
2376,3475,Akt1
2376,3476,Akt1
2377,3477,AMPKA1
2377,3478,AMPKA2
2378,3479,AMPKA1
2378,3480,AMPKA2
2379,3481,AMPKA1
2379,3482,AMPKA2
2380,3483,AMPKA1
2380,3484,AMPKA2
2381,3485,AMPKA1
2382,3486,AMPKA1
2382,3487,AMPKA2
2383,3488,AMPKA1
2383,3489,AMPKA2
2384,3490,ERK1
2384,3492,ERK2
2384,3491,P38A
2385,3493,ERK1
2385,3495,ERK2
2385,3494,P38A
2386,3496,ERK1
2386,3498,ERK2
2386,3497,P38A
2387,3499,ERK1
2387,3501,ERK2
2387,3500,P38A
2388,3502,SGK1
2389,3504,IKKA
2389,3505,IKKB
2389,3503,IKKE
2390,3506,P38A
2391,3507,MST1
2392,3508,MST1
2393,3509,MST1
2394,3510,MST1
2395,3511,MST1
2396,3513,Akt1
2396,3514,Akt1
2396,3512,Pim1
2397,3516,Akt1
2397,3517,Akt1
2397,3515,Pim1
2398,3518,JNK1
2399,3519,CK1A
2400,3520,CK1A
2401,3522,JNK1
2401,3521,JNK2
2402,3524,JNK1
2402,3523,JNK2
2403,3525,JNK1
2404,3526,JNK1
2405,3527,Akt1
2405,3528,Akt1
2406,3529,Akt1
2406,3530,Akt1
2407,3531,Akt1
2407,3532,Akt1
2408,3533,GSK3B
2409,3534,GSK3B
2410,3535,Lck
2411,3536,Pim1
2412,3537,P38A
2413,3538,PKCD
2414,3539,PKCD
2415,3540,PKCT
2416,3541,PKCT
2417,3542,PKCT
2418,3544,GSK3B
2418,3543,PKACA
2418,3545,PKCA
2419,3546,AMPKA1
2420,3547,DNAPK
2421,3548,CK2A1
2422,3549,CK2A1
2423,3550,Src
2424,3551,PAK1
2425,3553,Fyn
2425,3552,PDGFRB
2426,3554,PKACA
2427,3555,Fyn
2428,3556,Fyn
2429,3558,AXL
2429,3557,Fyn
2430,3559,Chk1
2431,3560,CDK2
2431,3561,CDK5
2432,3562,CDK2
2432,3563,CDK5
2433,3564,CDK2
2433,3565,CDK5
2434,3566,CDK2
2435,3567,CK2A1
2436,3568,Src
2437,3569,Lck
2438,3570,Src
2439,3571,Src
2440,3572,PKCD
2441,3573,PKCD
2442,3574,CK2A1
2443,3576,INSR
2443,3575,Src
2444,3579,EGFR
2444,3578,INSR
2444,3577,Src
2445,3580,Src
2446,3584,EGFR
2446,3582,Fer
2446,3583,INSR
2446,3581,Src
2447,3585,Src
2448,3586,ERK2
2449,3588,EGFR
2449,3587,INSR
2450,3590,EGFR
2450,3589,INSR
2451,3592,EGFR
2451,3591,INSR
2452,3594,EGFR
2452,3593,INSR
2453,3596,EGFR
2453,3595,INSR
2454,3597,EGFR
2455,3598,ERK1
2455,3599,ERK2
2456,3600,ZAP70
2457,3601,JAK2
2458,3602,Akt1
2458,3603,Akt1
2459,3604,PKACA
2460,3605,CK2A1
2461,3606,Abl
2461,3607,Arg
2462,3608,Abl
2463,3609,Abl
2463,3610,Arg
2464,3611,CK1A
2465,3612,CK1A
2466,3613,PKACA
2467,3614,PKCE
2468,3615,PKCE
2469,3616,PKCE
2470,3617,PAK1
2470,3618,PKCA
2471,3619,PKCA
2472,3620,PKCD
2473,3621,AMPKA1
2474,3622,Src
2475,3623,Akt2
2476,3624,CDK1
2477,3625,TAK1
2478,3626,TAK1
2479,3627,PAK5
2480,3628,PAK5
2481,3629,Akt1
2481,3630,Akt1
2482,3631,CDK1
2483,3632,Akt1
2483,3633,Akt1
2484,3634,PKACA
2485,3635,CDK2
2486,3636,PKACA
2486,3637,PKG1
2487,3638,CDK4
2488,3639,ERK1
2488,3640,ERK2
2489,3641,GSK3B
2490,3642,Akt2
2491,3643,AMPKA1
2492,3644,AurB
2493,3646,LYN
2493,3647,LYN
2493,3645,Syk
2494,3649,LYN
2494,3650,LYN
2494,3648,Syk
2495,3651,CAMK1A
2496,3652,GSK3B
2497,3653,Src
2498,3654,Src
2499,3655,Src
2500,3656,Src
2501,3657,Src
2502,3658,PKCZ
2503,3659,CK2A1
2504,3660,AurA
2505,3663,AurB
2505,3661,PKACA
2505,3662,ROCK1
2506,3666,AurB
2506,3664,PKACA
2506,3665,ROCK1
2507,3669,AurB
2507,3667,PKACA
2507,3668,ROCK1
2508,3670,PKACA
2509,3672,AMPKA1
2509,3671,CAMK2A
2510,3673,PKACA
2511,3674,PKACA
2512,3675,AMPKA1
2513,3676,PKACA
2514,3677,PKACA
2515,3678,CK2A1
2516,3679,PKCB iso2
2517,3680,PKCT
2518,3681,Src
2519,3682,ERK2
2520,3683,ERK2
2521,3684,CDK5
2522,3685,Akt1
2522,3686,Akt1
2523,3687,PKACA
2524,3688,PKACA
2525,3689,PKACA
2526,3690,PRKD3
2527,3692,FAK
2527,3691,Src
2528,3693,PAK1
2529,3694,PAK1
2530,3695,ATM
2531,3696,ATM
2532,3697,PKACA
2533,3698,PKACA
2534,3699,Src
2535,3700,P38A
2536,3701,P38A
2537,3702,PKCE
2538,3703,AMPKA1
2538,3704,AMPKA2
2538,3705,DYRK1A
2539,3706,AMPKA2
2540,3707,AMPKA2
2540,3708,MEKK3
2541,3709,PKACA
2542,3710,PKACA
2543,3711,PKACA
2544,3712,PKACA
2545,3713,PKCI
2546,3715,MEKK3
2546,3714,PKCI
2547,3716,MEKK3
2548,3717,MEKK3
2549,3718,MEKK3
2550,3719,MEKK3
2551,3720,p70S6K
2552,3721,PKACA
2553,3722,PKACA
2554,3723,PKACA
2555,3724,PKACA
2556,3725,PKACA
2557,3726,PKACA
2558,3727,CAMK2A
2559,3728,Src
2560,3729,ATM
2561,3730,ATM
2562,3731,CAMK2A
2563,3732,PKACA
2564,3733,PKCA
2565,3734,PKCA
2566,3735,PKCA
2567,3736,Src
2568,3737,PKCA
2569,3738,SGK1
2570,3739,PKCE
2571,3740,CK2A1
2572,3742,p90RSK
2572,3741,PKACA
2573,3743,PKACA
2574,3744,PKCA
2575,3745,CDK1
2576,3746,Chk1
2577,3747,DNAPK
2578,3748,DNAPK
2579,3749,PKCD
2580,3750,PKACA
2581,3751,PKACA
2582,3752,GRK1
2582,3753,PKCA
2583,3754,GRK1
2583,3755,PKCA
2584,3756,GRK1
2584,3757,PKCA
2585,3758,PKACA
2585,3759,PKCA
2586,3760,PKCA
2587,3761,PBK
2588,3762,Abl
2588,3763,Arg
2589,3767,CDK5
2589,3765,ERK1
2589,3768,JNK1
2589,3766,P38A
2589,3764,P38B
2590,3769,GSK3B
2591,3771,CDK5
2591,3770,P38A
2592,3773,CDK5
2592,3772,P38A
2593,3774,Akt1
2593,3775,Akt1
2594,3776,ERK1
2594,3777,ERK2
2595,3779,CDK2
2595,3778,ERK1
2595,3780,ERK2
2596,3781,PLK1
2597,3782,JNK2
2598,3784,Fyn
2598,3783,Src
2599,3785,ERK2
2600,3786,ERK2
2600,3787,mTOR
2601,3788,mTOR
2602,3789,mTOR
2603,3790,BCR-ABL1
2603,3791,JAK2
2604,3792,JAK2
2605,3793,JAK2
2606,3794,JAK2
2607,3795,ALK
2608,3796,FAK
2609,3797,FAK
2610,3798,JNK1
2611,3799,ROCK1
2612,3801,PKCA
2612,3800,ROCK1
2613,3802,ROCK1
2614,3804,PKCA
2614,3803,ROCK1
2615,3805,ROCK1
2616,3806,PKCA
2617,3807,PKACA
2618,3808,Src
2619,3809,Src
2620,3810,Src
2621,3811,CDK2
2622,3812,PKCA
2622,3813,PKCG
2623,3814,GRK4
2624,3815,GRK4
2625,3816,GRK4
2626,3817,GRK4
2627,3818,GRK4
2628,3819,GRK4
2629,3820,GRK4
2630,3821,GRK4
2631,3822,GRK4
2632,3823,GRK5
2633,3824,GRK5
2634,3825,GRK6
2635,3826,GRK6
2636,3827,PKACA
2637,3828,PKACA
2637,3829,PKCA
2638,3830,PKCB
2639,3831,CDK1
2641,3833,TAK1
2642,3834,TAK1
2643,3835,TAK1
2644,3844,Akt1
2644,3846,Akt1
2644,3839,IKKE
2644,3838,PKACA
2644,3841,PKCA
2644,3842,PKCB
2644,3837,PKCB iso2
2644,3836,PKCD
2644,3843,PKCG
2644,3840,PKCH
2644,3845,RSK2
2644,3847,RSK2
2645,3848,GSK3A
2646,3863,Akt1
2646,3865,Akt1
2646,3850,AurA
2646,3856,p70S6K
2646,3853,P70S6KB
2646,3855,p90RSK
2646,3852,PKACA
2646,3858,PKCA
2646,3859,PKCB
2646,3851,PKCB iso2
2646,3849,PKCD
2646,3860,PKCG
2646,3854,PKCH
2646,3861,PKCZ
2646,3864,RSK2
2646,3866,RSK2
2646,3857,SGK3
2647,3867,ERK1
2647,3868,ERK2
2648,3869,GSK3B
2648,3870,MEK1
2649,3871,P38A
2650,3872,P38A
2651,3873,PKCZ
2652,3874,GSK3B iso2
2653,3875,PKACA
2654,3876,PKCA
2655,3878,PKCA
2655,3877,PKCH
2656,3879,PKCH
2657,3880,EGFR
2658,3881,EGFR
2659,3882,EGFR
2660,3883,TAF1
2661,3884,TAF1
2662,3885,GTF2F1
2663,3886,GTF2F1
2664,3887,Src
2665,3888,Src
2666,3889,PKG1
2667,3890,PKG1
2668,3891,ERK1
2668,3892,ERK2
2669,3893,ERK1
2669,3894,ERK2
2670,3897,Btk
2670,3898,Btk
2670,3896,JAK2
2670,3895,Src
2671,3899,Src
2672,3900,PKG1
2673,3901,PKG1
2674,3902,Btk
2674,3903,Btk
2675,3904,Btk
2676,3905,PLK1
2677,3906,Chk1
2678,3907,PLK1
2679,3908,PLK1
2680,3909,Src
2681,3910,P38B
2682,3911,P38B
2683,3913,GSK3B
2683,3912,P38B
2684,3915,GSK3B
2684,3914,P38B
2685,3916,GSK3B
2686,3917,Chk2
2687,3918,Chk2
2688,3919,Chk2
2689,3920,Chk2
2690,3921,Chk2
2691,3922,DNAPK
2692,3923,PKACA
2693,3924,CDK1
2693,3925,CDK2
2694,3926,CDK2
2695,3927,CDK9
2696,3928,CAMK2A
2697,3929,CAMK2A
2697,3931,PKCA
2697,3930,PKG1
2698,3932,CAMK2A
2699,3933,CAMK2A
2699,3936,GRK2
2699,3934,PKACA
2699,3937,PKCA
2699,3935,PKG1
2700,3938,PKCA
2701,3940,BUB1
2701,3939,VRK1
2702,3941,ChaK2
2702,3942,MSK1
2703,3943,DNAPK
2704,3944,DNAPK
2704,3945,MST1
2705,3946,WSTF
2706,3948,Akt1
2706,3949,Akt1
2706,3947,p70S6K
2707,3950,Cot
2707,3951,PKCA
2707,3952,RSK2
2707,3953,RSK2
2708,3954,AurB
2709,3955,AurB
2710,3956,MST1
2711,3957,AurB
2712,3958,AurB
2713,3959,AurB
2714,3960,AurB
2715,3961,AurB
2716,3962,AurB
2717,3963,AurB
2718,3964,AurB
2719,3965,AurB
2720,3966,AurB
2721,3967,AurB
2722,3968,AurB
2723,3969,AurB
2724,3970,AurB
2725,3971,AurB
2726,3972,AurB
2727,3973,AurB
2728,3974,AurB
2729,3977,Akt1
2729,3978,Akt1
2729,3976,Akt2
2729,3975,PKCD
2730,3990,Akt2
2730,3979,AurA
2730,3988,AurB
2730,3981,AurC
2730,3986,CDK8
2730,3992,MSK1
2730,3987,PAK1
2730,3991,PBK
2730,3989,Pim1
2730,3980,PKCT
2730,3985,ROCK1
2730,3993,RSK2
2730,3994,RSK2
2730,3984,TGM2
2730,3983,TLK1
2730,3982,VRK1
2731,3995,Chk1
2731,3996,PKN1
2732,4000,AurB
2732,3998,ChaK2
2732,3999,Haspin
2732,3997,VRK1
2733,4001,JAK1
2733,4002,JAK2
2734,4006,Akt2
2734,4005,AurB
2734,4007,MSK1
2734,4004,ROCK1
2734,4003,TGM2
2734,4008,ZAK
2735,4009,ChaK2
2735,4010,PKCA
2735,4011,PKCB
2736,4012,Chk1
2737,4015,AurB
2737,4014,Fyn
2737,4013,PKACA
2738,4017,AurB
2738,4016,PKACA
2739,4019,DYRK1B
2739,4020,DYRK2
2739,4018,DYRK3
2740,4021,ChaK2
2741,4022,Ack
2742,4023,PAK2
2743,4025,PKCA
2743,4024,PKCT
2743,4026,PKCZ
2744,4028,PKCA
2744,4027,PKCT
2744,4029,PKCZ
2745,4030,PAK1
2745,4031,PAK2
2746,4032,AMPKA2
2747,4033,CDK1
2748,4034,P38A
2749,4035,Pim1
2750,4036,Pim1
2751,4037,CDK1
2752,4038,PLK1
2753,4039,ATM
