Gene.symbol
HS6ST2
HS6ST2
CAMKK1
ZNF625
ZNF563
LIN9
CLEC4D
CLEC4D
SLC25A27
GPRC6A
RAET1E
SLC44A5
SLC44A5
ZNF417
ZNF781
HELB
HELB
SEC62
SEC62
TRDN
SOCS4
C8orf31
ZNF547
SIM1
PROM2
TLR4
TSNARE1
ABHD11
CAPN13
STMN1
TIRAP
SIGLEC10
SIGLEC10
ADAMTSL1
RFX4
WFIKKN1
SENP1
KLF14
KLF14
NXNL2
BRS3
LINC00205
TMX3
ZNF396
SLC26A7
SLC26A7
SNX18
NA
FBXO39
B3GNT6
B3GNT6
DENND1B
ZNF619
ICK
FAM71D
BCL2L14
HS6ST3
SLC26A1
CLDN15
RAB42
PTCHD1
M1AP
ZSCAN4
ZSCAN4
VWA5B1
VWA5B1
LINC00311
HTR6
MAGEB6
LOC101930171///LOC101930165///LOC101929858///LOC101060464///TCEB3CL2///TCEB3CL///TCEB3C
RUSC1-AS1
CACNG6
LMNTD1
NA
CIRBP-AS1
AXDND1
ASMTL-AS1
ASMTL-AS1
CD200R1
LINC00334
LINC00334
ATOH7
ATOH7
SEC16B
AMER1
NKX6-3
NKX6-3
TBATA
EXOC3L2
CABP4
TNFRSF13C
CAMK2N2
ANKRD30BP2
KCNG3
KCNG3
LINC01312
LINC01312
FOXP2
B4GALNT2
NETO1
FMR1NB
GCSAML
SIGLEC11
SIGLEC11
IL23R
MAGEB18
CD276
IFNL2
IFNL1
C4orf36
FIGNL1
RIMS1
PITPNM2
PITPNM2
PCDH10
TAB3
TAB3
GRK7
MMEL1
PDE8A
NLRP6
AKNAD1
ZCCHC5
ATRIP///TREX1
ZIC5
ANGPT1
TEDDM1
LOC149373
GABRG1
PANX2
ZNF114
ZNF114
CCDC27
CFAP161
LOC100652931///RBMY2FP
NEUROD2
C5orf17
LINC00208
DNAH6
LRRC15
NA
CFAP46
B3GNT7
ZNF645
ZMYM6
ZMYM6
SGCZ
LOC100507431
WNT9B
NA
NA
DNAJB13
CNPY3
SCAMP1
LINC00471
HAS3
FGF4
SLC30A8
LOC142937
LOC439933
C11orf65
FAM71E2
OR5P2
DYDC1
IL27
IQCF1
DEFB125
WFDC10B
DEFB105B///DEFB105A
PKHD1
PKD1L1
ADGRG4
TENM1
REXO1L1P
TAF1L
CNTNAP5
RECQL4
ADGRF3
TMC2
SMCR5
BICD2
ZIM3
NOX5
DAOA-AS1
ADGRG6
KLHL4
GPR156
SUOX
ADGRF4
IL31RA
SYTL5
SDCCAG8
ADGRF2
SYN2
ASB10
HTR3C
NFKBID
CD300LF
GJA10
WNT9A
GAL3ST2
PIP4K2B
PIP4K2B
ODF3
WFDC13
LINC00521
SLFN5
SERPINB12
GIPC3
PGLYRP3
PSKH2
OR6W1P
MOGAT1
GPR78
H1FOO
TAAR9
GNRHR2
NA
MYOZ3
MYOZ3
BNIPL
ASB11
OFCC1
OFCC1
SDR9C7
OR5P3
TRIM40
CSN1S2AP
WFDC12
CRYGN
NA
STARD6
C11orf40
C18orf12
BCL2L11
WFDC2
DEFB119
FLJ45513///TAC4
BCL2L11
TIGD1
ALKBH5
CCDC69
NFX1
DSG2
C5orf24
C5orf24
C5orf24
KBTBD6
CDK8
CDK8
PTK6
NKD1
STK38
THEM4
CLSPN
RBAK
WDR62
WDR62
SLC39A12
RNF168
SVEP1
LOC652276
GATA4
TC2N
C9orf72
C9orf72
KCTD18
KLF11
ANKLE1
PLXNA3
PELO
LACC1
LACC1
TAPT1-AS1
C3orf30
RANBP3L
SNX13
KDM1B
ATP6V0D2
ATP6V0D2
ATP6V0D2
LHX4
LHX4
CEP19
DNAH11
PROSER3
ADPRHL1
SYNRG
CDH24
SEPSECS
GRIK5
LRRN4
LRRN4
ZNF777
JPH2
PDE5A
SH2D1B
SH2D1B
SSTR3
ADAMTS19
ADAMTS19
DDX31
UMODL1
RASEF
RASEF
PARD3B
PARD3B
DST
ZNF441
ZNF441
NEGR1
FCRL3
DCAF4L2
DCAF4L2
STOX1
C20orf166-AS1
C20orf166-AS1
ARL10
ARL10
RNFT2
ANKFN1
KRT78
KRT78
CCDC7
CCDC7
ZNF41
ZNF41
ZNF512
AMMECR1
FAM117B
ZNF583
OXER1
LUZP1
ZNF75D
LINC00052
BRWD1
CCDC89
ZNF572
RMDN2
ADAMTS18
PCDHAC1
PCDHAC1
HIPK4
FAM124A
NKAIN3
ITIH5
FANCB
POMK
ZNF709
CCDC57
SMC1B
BRWD3
ASB16
MAGEE2
ERVV-1
GAL3ST3
FLJ30679
ALS2CR11
ALS2CR11
UTS2R
USH1G
SYN1
SLC23A3
CNOT6L
CNOT6L
RHBDL3
ZNF718
DIP2B
SLC36A1
SNRNP48
NA
ZNF560
RTTN
BTNL9
PUS10
PLCXD2
UMODL1-AS1
LMLN
RAD9B
ZNF555
NYAP1
SGK494
MRGPRX3
ABCA13
ADGRG7
CSF3R
C17orf77
DUSP5P1
DGKH
TMEM182
C16orf46
LSM14B
CASP8
PLB1
C20orf197
SLC5A3
KIF19
SLFNL1
GPR82
GPR82
RIBC1
OXGR1
CDC14C
SULT1C4
TEAD1
LOC101930343///CATSPER2P1///CATSPER2
POU5F2
RXFP2
BEND7
SLC18A2
SSMEM1
SSMEM1
MAB21L3
LOC285696
MIER3
SDE2
SLC35G4///SLC35G3///SLC35G5
UROC1
PCDH15
TNRC6A
KCNA6
NFX1
ARID2
AMER3
OTUD7A
ERVW-1
NA
NA
NA
LINC00889
FBXL18
FBXL18
DNAH6
LINC01600
PNPLA1
DEPDC4
ANKRD23///ANKRD39
COX6B2
FAM129C
EPHA10
NA
WDR64
PRO2949
BTBD9
AXDND1
HEATR9
PARP15
ARHGAP42
LINC01101
MFSD2A
ATM
FAM26D
NPHP3
ATG9B
CXorf58
LOC102724660///EFCAB3
TFAP2B
CD200R1
CCDC13
CCDC13
NA
MGC57346///CRHR1-IT1
MGC57346///CRHR1-IT1
MRGPRX1
HFE
RLN3
CSMD1
MACF1
ADAMTS20
ABCC12
SALL3
AGBL4
LCAL1
SLC17A8
C11orf44
CNTNAP5
SATB2-AS1
RBFOX1
SLFN13
C12orf40
CFAP57
C5orf64
ADAMTS15
LY86-AS1
FLJ31713
EDARADD
LOC101060424///LOC653786///OTOA
CCDC171
CYP4Z2P
C18orf15
MUC19
KLHDC7A
C11orf72
NA
AQP4-AS1
CNTNAP4
CNTNAP4
FER1L6-AS1
C1orf127
LOC100996634
AGBL1
FLJ34503
LINC00304
LINC00304
TERB1
MYO1H
ASB14
RPTN
NA
LINC00269
VSTM4
CCDC150
C2orf61
FAM9B
NA
FLJ40288
CES5A
CFAP47
FLJ32742///DCAF8L2
HYDIN2
DNAH17
SLC35G3
LOC150596
LOC100288966
NA
KIRREL3-AS3
TMEM145
C15orf32
TSGA10IP
LINC00477
CCDC140
C17orf78
TEKT5
TEKT5
KSR2
PAX1
TDH
TDH
LINC00615
NA
SERPINA9
FBXL21
PALM2-AKAP2///PALM2///AKAP2
MRGPRX4
A2ML1
CPO
GPR6
MDS2
CNOT9
GJD3
HOXC12
VNN3
VNN3
COPS9
FERD3L
DEFT1P2///DEFT1P
LINC00314
DEFB104B///DEFB104A
NLRP14
DGKB
NLRP13
NLRP8
NLRP9
TAF5
TAS1R2
ITGB1
PCSK6
ZNF341
JPH1
NLRP10
RANGAP1
MBNL2
KRT73
COX1
KRT74
SLC29A2
LMX1A
CCDC125
GPR101
ILDR1
NA
NA
VN1R2
VN1R5
ND2
TAAR8
TAS2R39
TAS2R38
TAS2R40
TAS2R41
TMEM171
VN1R4
TAS2R50
LOC100996919///CD8B
MACROD2
DDAH1
PIANP
ATP6
HIST1H1T
COX2
COX2
CYGB
EFNA2
IFNE
ND6
SPAG11A///SPAG11B
SREK1IP1
SPAG11A///SPAG11B
THRSP
CXorf36
MAGEA10-MAGEA5///MAGEA5
FBXL19-AS1
POLE4
SH3KBP1///ND3
PDZK1IP1
FAM27E2///FAM27E3
BCRP3
BCRP3
TAL2
INSL3
SYCP3
TMIE
TMIE
MUCL1
ATL2
ABCA13
ABCA13
GRIK1-AS2///LINC00189///BACH1
LINC00189
KLHL35
ZNF354B
FOXC1
LINC01198
TRIM43B///TRIM43
TRIM43B///TRIM43
TRIM42
FSIP1
LOC84843
FAM98B
EFCAB13
EFCAB13
FAM71B
C10orf107
LOC101929373///SLC9B1
WEE2-AS1
TCTEX1D1
TMCO5A
TMCO5A
PPARGC1B
XKR6
TSGA13
C9orf163
SYNE3
CCDC141
HDX
CDYL2
C18orf54
C18orf54
SYT14
CDC20B
TECTB
VWA3A
LINC00896
HUS1B
HUS1B
NPB
CCDC34
LRCH3
INTS4
ENAH
STK35
LRRIQ3
KLC4
TIPRL
ITGB1
VKORC1L1
PRF1
FBXL14
FBXL14
PPIL6
SP1
C18orf25
METTL6
METTL6
SGO1
B3GALNT2
CBR4
PIK3C2A
NLRX1
ZNF569
CCSAP
CCSAP
DUSP18
ZNF697
ZNF791
ZNF791
CHRM3
HTRA4
LINC00525
PRPF38A
FAM218A
FAM218A
RHEBL1
MCRIP2
KCTD7///RABGEF1
ZNF548
ZNF548
AMER2
RNF152
RNF152
ADGRG3
ZNF644
TBC1D32
B4GALNT3
LRRC43
LRRC43
LRRC43
CEP89
AK7
ZFC3H1
IRAK2
IRAK2
LINC00337
METTL21A
OTOGL
MGC16025
FAM76B
FAM76B
SPATA25
NXNL1
GLIS3-AS1
IQCG
MCM9
PRR14L
AJUBA
KLHL32
DCBLD1
SLAMF9
SLAMF9
GK5
LOC152048
UBE2U
WBSCR27
LINC00638
ZC3HAV1L
RASGEF1B
C11orf45
C21orf58
KIAA1109
KIAA1109
STOML3
LINC01105
LINC01105
FBXL13
FAM227B
DTD2
SOX3
SPATA32
SPATA32
C3orf49
NKX2-3
TMEM252
KIAA1524
FAM222A-AS1
TLE6
TLE6
TCEANC
LOC102725315///LOC727983///POM121L10P///POM121L4P///POM121L8P///POM121L9P///POM121L1P
LOC102725315///LOC727983///POM121L10P///POM121L4P///POM121L8P///POM121L9P///POM121L1P
HECTD4
RTP1
RTP1
PRR35
NXPE1
CYP1B1-AS1
MAGEA2B///MAGEA2
APOBEC3D
LINC00315
COL6A5
COL6A5
PGAM5
C4orf45
CCDC149
CCDC149
BEND2
C10orf67
C10orf67
C10orf67
SPERT
SPERT
CCDC26
B3GALT5-AS1
SPIC
VPS13B
P2RY10
IGSF22
ZBTB3
TPH1
DCST1
TCP11L2
WDFY4
GPR26
GPR26
KIAA0825
SESN3
CSNK1G2-AS1
NATD1
KLHL34
ZSCAN10
ZSCAN10
SAMD3
GOT1L1
GOT1L1
C10orf91
NA
LINC00504
ZNF99
ZNF99
CFAP65
SIGLECL1
LDHAL6A
MRGPRX2
NTN5
KLF17
CCDC105
CCDC122
C11orf42
DKFZp434L192
POM121L8P///POM121L9P///POM121L1P
ZNF486
NA
FGD2
EXD1
SLF2
NBPF4
ZNF663P
LINC00955
LOC162137
C10orf126
PIKFYVE
LINC00479
C9orf62
C9orf84
SLC22A24
FMO9P
C7orf33
ELMOD2
ACER1
TAAR1
OSTCP1
LINC00305
BFSP2-AS1
BFSP2-AS1
STK32A
LRRC28
LOC171391
MIA2///CTAGE5
GPHB5
DCD
EXOSC6
IQSEC3
ZDHHC19
ALG14
PPP1R21
TMEM237
ZNF564
B3GALT6
SNX21
SNX21
RHOB
RHOB
RHOB
ADAT3
ADAT3
CEL
GATS
CBS
SPINK6
C22orf39
DPCD
CYP39A1
BORCS8
ZNF121
RAB7B
DTYMK
DTYMK
RASEF
MAPKAPK5-AS1
ATP6V1C2
BRICD5
LOC101928274///VSIG10
NBR2
MIR6800///MED25
NT5E
NT5E
ASPHD1
DMRTC1B///DMRTC1
TRIM37
ARHGEF28
ARHGEF28
LLGL2
NA
OSMR
NDST1
RSPO2
CHD2
CHD2
USB1
RILPL1///SNRNP35
GPNMB
CEP57L1
BICD1
ZNF12
CCDC13
CCDC13
MYO10
SLC4A4
TTC37
ARSB
ARSB
FRMD4A
FRMD4A
ZBTB24
ZBTB24
LARP1B
C14orf159
TMEM239
TMEM239
NA
MRAP
ZNF24
TXNDC9
DCAF8
SMPDL3B
CNOT1
SPTLC1
ASH1L-AS1
SETMAR
SETMAR
XG
ZHX1-C8orf76
MVB12B
C12orf66
C12orf66
EPHA8
DEUP1
DEUP1
SLFNL1
TMEM136
TMEM53
DNAJA3
GALNT18
CNOT9
NOL9
NOL9
DDX51
TUBGCP3
SBDSP1///SBDS
TIRAP
SNAPC5
ENTPD5
RBM33
RBM33
MIR31HG
SPIN3
SPIN3
TMTC4
TMTC4
NA
TMEM185A
NBEAL1
NA
CDCP1
ULK2
SLC4A8
SSH2
C5orf58
PARP11
CCDC60
USB1
HSD17B12
HSD17B12
NLGN4Y
MSRB3
MSRB3
ADIG
ADIG
CCSER2
CCSER2
RUFY2
WDR78
WDR78
SUGT1P3
SUGT1P3
PPP1R21
MAATS1
SLC33A1
CLDND1
OGDH
OGDH
PHF21A
GDAP2
MCPH1
WFDC8
WFDC8
ZMYND11
ZMYND11
ZNF446
SLC25A27
TWIST2
FAM53B
GOLGA7
SH3KBP1
MBLAC1
ZMYM3
ZMYM3
CD300LB
CD300LB
C3orf33
ATP5S
FAM126B
LYNX1
SNX32
TRIM74///TRIM73
TRIM74///TRIM73
LOC554206
LOC554206
C11orf53
PLEKHS1
TRMT44
MANEA
NA
C5orf46
IZUMO1
SH3YL1
PTPRO
CABP4
CABP4
GRIK1-AS1
ICA1L
TMLHE
MEI1
ZCCHC13
KCNS2
ARHGEF10
NA
VPS50
VPS50
NA
NA
MGC45922
LOC101929497
LOC101929497
BAALC-AS2
CREBRF
ZNF396
NA
C1QTNF9B///C1QTNF9
KATNAL2
CTNNA3
SDCCAG8
ZADH2
ITGAL
COCH
COCH
ARL17B///ARL17A
C1orf210
ZNF638
ZNF638-IT1///ZNF638
STAG3L2///STAG3L3///TRIM73
HP1BP3
CERS3
CERS3
PCNX2
DNAJC5B
GPSM1
FRYL
KLHL29
KLHL29
CKAP2
NA
MORN1
CENPL
ERAP2
ERAP2
SSH1
SART3
FANCM
TRMT2B
C9orf43
NA
NOCT
HAVCR2
FLJ25758
TRIM4
FAM160B1
LOC101929134///HERC3
UHRF1BP1L
UHRF1BP1L
TTBK2
TTBK2
TTBK2
CYP19A1
WDR49
NPAS4
SVOPL
LHFPL3-AS1
LHFPL3-AS1
HNMT
MGC20647
ITPKB
LOC644852
GABRA2
EIF4G3
EIF4G3
SUPT6H
RNF170
C6orf141
PGLS
TRMT61A
LOC100101148///LOC541473
RPS6KA5
NFS1
HDAC4
DYNC2LI1
DOCK2
CANT1
STXBP4
STXBP4
LRRC18
SLCO4A1-AS1
DNAJA4
DNAJA4
CYTH4
FARP2
COG3
DRAXIN
HELQ
HELQ
STAP1
AQP12B///AQP12A
GIN1
GNB5
CDKN2AIPNL
ATP23
TIPRL
DENND4A
SIAE
SIAE
GINS4
FCHSD2
BTG4
PPP2R5C
PPP2R5C
CALHM1
NT5C1B-RDH14///NT5C1B
PKD1L2
NA
NA
NR1H4
HACD1
CNTNAP4
PDE1C
TP73
NEK11
LINC00656
TRAM2
PADI2
PADI2
CST9
VPS29
ACTR2
LOC653581
AZIN2
NELL1
UEVLD
UEVLD
LYG2
TCTE3
TCTE3
NA
NA
LINC00161
CLEC7A
TK1
RCC1L
RCC1L
CTNNB1
SNX29P1///SNX29P2
OSGIN2
TAF5L
APH1A
SPOCK3
GGNBP2
ATF3
FBXO7
FIP1L1
NLGN2
DMWD
SMIM11A
SMIM11A
ZNF146
REG4
KIAA1217
KIAA0513
WAPL
BEST1
BEST1
SLC35F6
ZNF85
JPX
JPX
MIER3
MIER3
DNAJC14
HILPDA
HNRNPLL
LINS1
LINS1
CFHR3
ST8SIA4
DNAJB9
CRTAP
ZNF674///KRBOX4
METTL26
FBF1
ZBTB44
ZBTB44
ANKRD13C
PHF20L1
SRGAP1
MOXD1
C19orf47
ZNF808
HEATR3
CARD8
ARMC10
EPB41
SAR1B
TMEM37
TMEM37
GFOD1
ATF6B
CEP70
CEP70
SERPINC1
THADA
THADA
MTHFSD
MTHFSD
RAD51B
PPA2
RGS7
TSC22D4
OSCAR
NAALAD2
NAALAD2
NAALAD2
PIK3AP1
FAM188A
GHITM
WWC1
CEP89
CEP89
ACSM5
LINC00537
LINC00537
GSTCD
CD80
LOC283861
CNNM2
CNNM2
OLFM3
OLFM3
MAATS1
VSTM2A
TTC12
C2
DPYD
DPYD
TMEM126B
RHOF
RHOF
DNAH14
GPRIN2
SLC25A48
SPAG9
MBP
APOBEC4
FAM13C
WDR20
CFAP97
YIF1B
CCDC57
SETD6
ATP11B
ATP11B
DCAF5
GPR62
PGM5
SPPL3
SPPL3
KCTD17
DYNLRB1
CELF2
APBB1IP
SUV39H2
CYB5R3
BPNT1
ETV4
PSMD10
ZNF70
MYO18B
WWP2
ETFBKMT
ETFBKMT
DRC3
RHOBTB2
TTC30B
LENG9
PCAT4
SLC1A6
SLC1A6
ARHGAP27
SYMPK
LIG3
LIG3
LMNA
NKAIN2
RBM8A
MBTPS2
CEP120
CNKSR2
TGOLN2
LOC100287896
ANKMY1
RUBCN
RUBCN
PTBP2
NA
SERPINB8
AGFG2
MBLAC2
DGKE
DGKE
SIRPB1
BCL6B
ASCC1
ZNF57
EPHA7
ATM
MYT1L
PDS5B
NPAS3
NA
CBFA2T2
ZFYVE16
PALM2
TET3
RNF32
RGS11
OSBPL1A
DUOXA1
NA
NA
MAST4
RPRML
CFAP61
NEK4
CNST
CNST
C17orf47
NUMA1
NAIF1
ZNF586
LOC100130950
METTL8
FAM151A
GGA1
SRRM2
TTC26
SYCE1
SRGN
CMTM4
HNRNPDL
LAPTM4B
KCNS2
CCDC187
CCDC187
CEMIP
STAU2
NLGN4X
TACC1
PACSIN2
SLC23A2
CCNY
TYMS
ADAMTS9
L3MBTL4
CDH7
TBC1D16
NALCN
ARHGEF10
ATP8B3
SCARA5
OR2L13
SPATA6L
SPATA6L
KCNMB1
CALHM3
GLYATL2
RELL1
LINC00593
LINC00593
PDE4D
NDUFA10
TAF2
TRPM3
NA
SLC6A11
RABGAP1L
ZNF655
SLC9A1
MCTP1
LOC728175
LOC728175
TRIM7
ARHGAP29
FBN2
IPP
IPP
FGF7P3///FGF7P6///FGF7
PMS1
PMS1
CARD16
RALGPS1
Sep-02
CLCNKB
CLCNKB
NA
NA
MTUS2
INPP5A
CD99L2
SRCIN1
DNAAF5
WWC2///CLDN22
UBE2DNL
LINC00301
LINC00301
NA
CRYZL1
MAD2L1
ZNF785
ZNF785
NA
EFCAB13
WFIKKN2
MINA
ZFP42
ZFP42
PHLDB2
PHLDB2
PHTF2
MGC32805
KLHL30-AS1
ARHGEF2
CNTN1
CCDC82
CASS4
STKLD1
PDE8B
ZSCAN20
KANSL1L
UBE3C
UBE3C
FBLIM1
DPP6
SYT16
SNED1
RAB39A
FNDC9
TRIM72
CLDN19
CLDN19
FBXO8
SPIRE1
ACP1
LOC389199
PLA2G4C
CLDN20
NA
UBE2O
ASTN2
DZANK1
ITGA11
AGBL3
ZBED1
PHTF2
ZNF585A
NA
CDK15
ADCY7
PDGFRA
STEAP3
ALS2CR11
MCTP2
RASSF5
B3GNT5
USP36
CYP4A22///CYP4A11
CIDECP
LOC280665
MTHFD2L
SLC12A1
EYA3
CCDC158
ATP6V1B1
TOR1A
VWA5B2
KIAA1257
CYP2U1
PARK2
ELMO2
PTPN7
CMAHP
DOK5
SDC3
NA
TMEM135
PRR16
PCNP
WDR37
NA
HMGCLL1
CSPP1
MITF
CAMKMT
S100Z
ABCD3
DKFZP434K028
ERCC8
ERCC8
PRIM2B///PRIM2
PRIM2B///PRIM2
MLXIP
LOC101927746
TIA1
TIA1
LINC01580
MS4A3
PCBD2
RHBDL2
RHBDL2
FCER1G
GAFA1
FRMD8
FRMD8
MPHOSPH6
LOC101930373///HYDIN2///HYDIN
HYDIN
CCDC36
PRKD3
ABCC11
ESYT3
PLA2G4D
PDE12
JRK
ABCC4
CFAP69
SCEL
SCEL
ZNF678
ANKS6
LINC00598
SIK3
FUT8
CYP4A22///CYP4A11
ZSWIM2
PSIP1
RCBTB1
EXOC3L1
ACOT11
LOC388882
KLHL14
KLHL14
VIL1
VIL1
LINC01234
ACAT1
NA
LOC554174
ACAN
NA
NLRP12
TSPEAR-AS2
TSPEAR-AS2
LOC101928921
ZNF641
CCDC190
FGFR4
FGFR4
NA
NA
FILIP1L
FILIP1L
DIP2A
DIP2A
PDILT
OK/SW-CL.58
NA
ZBTB26
ACY3
LINC00051
LKAAEAR1
ERICH1-AS1
ATF3
EQTN
EQTN
LINC00317
HLA-DOB
ZNF396
SNX19
GOLGA3
SLC9C2
AREL1
RASGRF1
RAG1
ZNF733P///LOC285902///ZNF479///ZNF273
PTGS2
RASGEF1B
OK/SW-CL.36
IQCF1
LOC403312
RBL1
RBL1
WDR66
WDR66
SYNJ2
ZFYVE16
NA
ZNF398
IL16
OR2C3
CDHR1
ARHGAP20
SCARF1
RGS12
ADAM22
TMEM26
LOC101927705///P4HA2
BRD3
NA
RGS12
RGS12
CLRN1
CLRN1
IDH1
EPB41L4A
ABCC4
LINC00612
NAGA
TRPV5
LHFPL5
KLHL40
CENPI
TSPEAR
TSPEAR
C10orf53
SYT9
SYT9
AVL9
CCNG2
NDUFS4
LPGAT1
NA
IKZF2
GTPBP3
USP32///USP6
USP32///USP6
WNK1
TLL1
MGC40069
KCNH5
ARHGAP25
ZNF843
SPATA6L
NEK11
RPL13AP17
NA
LOC101928751
STAT5B
STAT5B
TMEM182
PPM1F
VASH2
LINC01558
STPG2
PTGFR
CACNB2
MPP4
APLF
FGF7
FGF7
MIER1
CTDSPL2
UVSSA
SLC10A7
KLHL3
CCDC181
CCDC181
PARD3B
ATP6V0A2
SLC11A1
NA
ENTPD3
CD96
ADGRA3
ST6GAL2
LINC01126
PAXBP1
MOCS1
NA
PER3
PER3
LOC101928787
FAM9A
NA
FGD6
FGD6
OTUD7B
BCL2L2
LOC101929373///SLC9B1
LOC101929373///SLC9B1
ARL17B///ARL17A
CCSAP
ATF2
M1AP
TDH
FCHO2
QKI
MLLT6
NA
NA
TMEM74
PRR5-ARHGAP8///ARHGAP8
NA
KIF26B
PGPEP1
ZNF396
NAMPT
CALN1
LIG3
ST3GAL3
STX19
NA
PBLD
NA
PRKAA1
IGHV7-81
LOC100132686
ST3GAL3
TERF2
TERF2
NA
LINC00508
MTUS2-AS1
TAT
FHL5
ZNF277
ZNF277
NA
FBXO36
LINC00421
C21orf58
C21orf58
GOSR1
RMND1
RPRD1A
SLC44A4
NA
NA
LOC100287210
LOC439951
DTWD1
OR8B8
CLEC7A
CLEC7A
HRH3
LOC101060604///SLC7A5P2///SLC7A5P1
UBE2W
RGR
AKR1E2
LOC101927122
LOC101927122
CCDC148-AS1
C1orf43
C1orf43
MANEA
C1S
KCNIP2
B3GALT5-AS1
RHOJ
RHOJ
IQCF3
PGC
NA
PTH2
GNG12
C8orf59
C8orf59
LOC554207
