Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
UFM1,-1.920565877,0.154384015,-6.12703313,3.64E-08,2.76E-07,8.224758828
UFSP1,-0.064681764,-0.013913155,-0.428139103,0.669757321,0.736183094,-7.021994544
UFSP2,0.350675651,0.464672069,0.882520141,0.380270663,0.467168224,-6.724165715
UG0898H09,-0.300427139,0.090078124,-2.681974876,0.00896942,0.018356003,-3.655914019
UGCG,0.343614253,0.061706723,1.013920519,0.313828732,0.398616216,-6.600231825
UGDH,0.164015918,-0.026311038,0.442893765,0.659097112,0.726824379,-7.015542728
UGGT1,0.521558184,0.076582829,2.181876254,0.032200733,0.056572778,-4.790569477
UGGT2,-1.236295129,0.168601431,-9.269650827,3.97E-14,1.27E-12,21.74976255
UGP2,-2.810017731,0.350775585,-9.121125729,7.64E-14,2.27E-12,21.10273748
UGT1A1,-0.369886362,0.105995815,-2.813764609,0.006226246,0.013289157,-3.324487306
UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10,-0.100818314,0.032011069,-0.646024728,0.520203828,0.602431168,-6.904670949
UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10,-0.157858944,0.016842724,-1.608755076,0.111804709,0.16599268,-5.833380892
UGT1A3///UGT1A1///UGT1A9///UGT1A5///UGT1A8,-0.122285444,0.033134272,-0.835059519,0.406294265,0.492958804,-6.764795311
UGT1A6,-0.291971657,0.044715624,-2.297628581,0.024327876,0.044270717,-4.545844204
UGT2A2///UGT2A1,-0.19907166,0.02258085,-2.503872246,0.01442226,0.027986818,-4.082783258
UGT2A3,-0.26038674,0.103300265,-1.6979802,0.093591163,0.14253233,-5.690071081
UGT2B15,-0.539623183,0.102374332,-2.42818507,0.017532843,0.033174157,-4.256677006
UGT2B17,0.766530367,0.470293654,1.500816365,0.137534672,0.198323033,-5.997068963
UGT2B28,-0.416822268,-0.019736676,-1.392211701,0.16790736,0.235294788,-6.150937752
UGT2B4,-0.176603292,0.059831612,-1.864883784,0.066047188,0.105684062,-5.402861346
UGT3A1,-0.522699052,0.059866608,-4.238674554,6.24E-05,0.000220447,0.998694065
UGT8,1.712275979,0.362449158,4.760618918,8.99E-06,3.89E-05,2.862292043
UHMK1,0.727797702,0.061460847,4.287334466,5.23E-05,0.000188061,1.167027941
UHRF1,0.724733011,0.11537796,2.41364675,0.01819484,0.034304051,-4.289557415
UHRF1BP1,0.151863781,-0.001117249,1.038673855,0.302240488,0.386292757,-6.575012047
UHRF1BP1L,0.273094542,0.223070413,0.667564962,0.506427708,0.589364727,-6.890511468
UHRF2,0.918095903,0.058290437,2.501576443,0.014508792,0.028130169,-4.088124597
UIMC1,0.174231335,0.029254288,0.863548794,0.390545297,0.477328367,-6.740670668
ULBP1,-0.224750817,-0.021770844,-1.425014514,0.158235353,0.223673638,-6.105616573
ULBP2,-0.925188865,0.175647585,-5.000707406,3.56E-06,1.69E-05,3.758992002
ULBP3,-0.214099642,0.093871126,-1.41068771,0.162405406,0.228651747,-6.125534014
ULK1,0.057778758,-0.022562919,0.374063007,0.709396087,0.771393045,-7.043780079
