Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Division,Category
RAI14,0.819631333,0.07098757,2.17828196,0.032477332000000005,0.063668177,-4.828849222,NA,NA
RAI2,-1.0091205890000001,-0.0666967,-2.238071785,0.028136427000000002,0.057082037,-4.703948502,NA,NA
RALA,1.526687694,-0.057307532,3.6535176419999997,0.00047262199999999996,0.002616374,-0.9563730890000001,NA,NA
RALB,-0.326905557,0.058175480999999994,-1.4655974330000001,0.146871541,0.21043474899999998,-6.079547555,NA,NA
RALBP1,-1.177382586,0.014901576000000001,-3.924342205,0.000189097,0.001293255,-0.088016241,NA,NA
RALGAPA1,-1.57990928,0.111276004,-4.724334156,1.0300000000000001e-05,0.000125027,2.701501913,NA,NA
RALGAPA1///RALGAPA1P1,-2.262598429,0.138814502,-9.62946264,8.16e-15,8.09e-13,23.30055468,NA,NA
RALGAPA2,1.034692398,0.490439556,3.46810473,0.000865188,0.004117655,-1.525738455,NA,NA
RALGAPB,0.7644264540000001,0.062397416,3.95102986,0.000172427,0.001200307,-0.000195361,NA,NA
RALGDS,0.41999097399999996,0.08856190300000001,1.709977125,0.09133854,0.143849642,-5.701481945,NA,NA
RALGPS1,0.33053666,0.110687815,2.061794426,0.042636678,0.07871632,-5.063582953,NA,NA
RALGPS2,0.006856881,0.15657500800000002,0.0476702,0.96210378,0.969564993,-7.1448102,NA,NA
RALY,0.574119302,-0.123322617,1.8024678280000002,0.075425299,0.123628056,-5.544322586,NA,NA
RALY-AS1,0.43280599299999994,-0.028398511,2.262891885,0.026489742,0.054431109000000005,-4.651229042,NA,NA
RALYL,0.362866456,0.135900609,1.5497900580000001,0.125334668,0.18499247100000002,-5.955455194,NA,NA
RAMP1,0.421995034,0.256381129,1.124180583,0.264464715,0.33982943600000004,-6.514918466,NA,NA
RAMP2,0.493822077,-0.027712419,3.22622258,0.001849314,0.007328981,-2.235771448,NA,NA
RAMP2-AS1,1.117776206,0.628960211,2.663866473,0.009422348,0.024734081,-3.7308133089999997,NA,NA
RAMP3,1.4145542690000001,0.141989857,6.805993815,2.0100000000000003e-09,7.37e-08,11.04430021,NA,NA
RAN,-1.103155135,-0.013720955,-2.275847585,0.025664396000000003,0.053084665,-4.623508627,NA,NA
RANBP1,0.140111207,0.037745318,1.063516939,0.290905659,0.366951332,-6.580696958,NA,NA
RANBP10,0.800149294,0.219541225,3.56239705,0.000637661,0.003295992,-1.238826169,NA,NA
RANBP17,0.45621909299999996,-0.023592225,3.1843397430000002,0.0021019429999999998,0.008085075,-2.3547954,NA,NA
RANBP2,-0.45030002700000005,-0.051051102,-1.19283081,0.236635966,0.31049824600000003,-6.436229184,NA,NA
RANBP3,0.416904627,0.15056238800000002,2.510092434,0.014190141000000002,0.033738404,-4.098834409,NA,NA
RANBP3L,0.24536692699999998,0.048315021,2.224757793,0.02905629,0.058496385,-4.732018401,NA,NA
