Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Division,Category
NFYC,0.309553466,0.106242155,2.360170038,0.020825982,0.040378165,-4.461095047,NA,NA
NFYC-AS1,0.22242293800000001,0.031808606,1.404716899,0.164168072,0.231956427,-6.187038891,NA,NA
NGB,-0.306463195,0.14966719,-1.4990513730000001,0.137991208,0.200294075,-6.052825277,NA,NA
NGDN,1.147929497,0.5246245939999999,3.5443726239999997,0.0006762189999999999,0.002080335,-1.3145279029999999,NA,NA
NGEF,0.985334982,0.103389195,6.644172009,4.04e-09,6.230000000000001e-08,10.34282777,NA,NA
NGF,0.906102838,0.138443097,4.820758982,7.14e-06,4.05e-05,3.038607419,Matrisome-associated,Secreted Factors
NGFR,-0.39291963399999996,0.05476299,-2.6429716340000002,0.009970757,0.021301143999999998,-3.803064581,NA,NA
NGLY1,0.313008336,0.12372308900000001,1.467355956,0.146393901,0.210319963,-6.098839234,Matrisome-associated,ECM Regulators
NGRN,0.43472612899999996,0.015495499,1.655121228,0.102012393,0.155485108,-5.812810531,NA,NA
NHEG1,-0.43715350799999997,0.04371887,-3.500046892,0.000780654,0.002356277,-1.449637569,NA,NA
NHLH1,-0.923024707,-0.069918642,-5.344435343,9.13e-07,6.82e-06,5.035979758,NA,NA
NHLH2,-0.062174365999999995,0.097796044,-0.444107104,0.658223574,0.7267408340000001,-7.068859477,NA,NA
NHLRC2,-0.17051510399999997,0.071457996,-1.9040212769999998,0.060681963,0.10033588,-5.3846580589999995,NA,NA
NHLRC3,2.189439831,0.197753082,12.93797873,6.42e-21,1.74e-18,37.20300089,NA,NA
NHLRC4,-0.35597028,-0.002666591,-2.926733135,0.004512637,0.010746471,-3.081217045,NA,NA
NHP2,0.42959304299999995,-0.209689387,1.094127925,0.27734481,0.360486607,-6.569890974,NA,NA
NHS,1.291721245,0.047326263,2.867494735,0.005347861,0.012429121000000001,-3.236827555,NA,NA
NHSL1,3.345775301,0.099287789,8.343842382,2.37e-12,9.33e-11,17.68011828,NA,NA
NHSL2,1.110741162,0.059450807,5.74461304,1.7899999999999997e-07,1.66e-06,6.6243587129999995,NA,NA
NICN1,0.909168876,0.064370967,3.3568080069999997,0.001232345,0.003491957,-1.8777718959999998,NA,NA
NID1,0.845557826,0.17875350399999998,1.50146786,0.137366455,0.199491537,-6.049279092999999,Core matrisome,ECM Glycoproteins
NID2,3.3040795160000003,-0.295763801,5.185107213,1.72e-06,1.17e-05,4.4177521319999995,Core matrisome,ECM Glycoproteins
NIF3L1,0.558999117,-0.30679850000000003,1.377526005,0.172381528,0.241564604,-6.224188851,NA,NA
NIFK,-0.32459503,0.009660027,-2.6870366960000003,0.008846408,0.01927405,-3.6949249930000003,NA,NA
NIFK-AS1,-0.296387464,-0.024693773999999998,-1.7205529080000002,0.08938980199999999,0.13918892900000002,-5.705607761,NA,NA
NIM1K,-0.641526257,0.04648761,-3.6611442239999996,0.00046082699999999997,0.001481702,-0.95282356,NA,NA
NIN,1.912593873,0.218002024,6.147389646000001,3.34e-08,3.93e-07,8.267381777999999,NA,NA
NINJ1,1.046837019,0.005958276,4.78117446,8.31e-06,4.61e-05,2.891897021,NA,NA
NINJ2,0.257775902,0.183457575,0.710662556,0.479462483,0.563531992,-6.914557897000001,NA,NA
NINL,1.6498865630000001,-0.0034478020000000002,6.880019623,1.46e-09,2.61e-08,11.34326239,NA,NA
NIP7,-0.179571457,0.060895183,-0.549506552,0.584264465,0.661214193,-7.016291347999999,NA,NA
NIPA1,0.6896586229999999,0.046651758,2.923113065,0.004560003,0.010843,-3.0907993460000003,NA,NA
NIPA2,-0.023365591,-0.040677476000000004,-0.12322485,0.902253428,0.925948033,-7.160411855,NA,NA
NIPAL2,-0.360468671,0.094694407,-2.551281534,0.012736082,0.026331267999999998,-4.023295372,NA,NA
NIPAL3,1.567480393,0.189389947,6.77764694,2.27e-09,3.8100000000000004e-08,10.90797263,NA,NA
NIPAL4,-1.324999942,-0.08852878,-7.886573945,1.7800000000000003e-11,5.46e-10,15.68537432,NA,NA
NIPBL,-0.067026801,0.037950764,-0.40156569299999995,0.68912747,0.7534862720000001,-7.086934668,NA,NA
NIPSNAP1,-0.78566728,0.004588535,-3.748393025,0.00034437,0.001151925,-0.677230179,NA,NA
NIPSNAP3A,1.179957552,-0.08743762,2.21703691,0.02960173,0.054497104000000005,-4.769677709,NA,NA
NIPSNAP3B,0.373153744,0.25692049,1.3545172419999998,0.17957346,0.249768519,-6.2550852589999995,NA,NA
NISCH,0.035755012,0.100329991,0.191179547,0.848893311,0.884519285,-7.149655759,NA,NA
NIT1,0.124402747,0.050951177,0.696970888,0.48794150799999997,0.571894522,-6.924200859,NA,NA
NIT2,0.7276419270000001,-0.303443043,2.187660724,0.031759912,0.057799918,-4.830919732,NA,NA
NKAIN1,-0.328459407,0.158632304,-1.660606765,0.10090137699999999,0.154098247,-5.8039712770000005,NA,NA
NKAIN2,0.482394486,0.09713249,2.85211097,0.005586924,0.012918526999999999,-3.276820512,NA,NA
NKAIN3,-0.555222973,-0.038849077999999995,-4.851342185,6.35e-06,3.64e-05,3.152394549,NA,NA
NKAIN4,-0.502886566,0.113851355,-2.2454852919999997,0.027635401,0.051452371,-4.709686777,NA,NA
NKAP,0.147490573,-0.031606224,0.573833368,0.567770168,0.645935946,-7.002586129,NA,NA
