Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Division,Category
ACTN2,0.194541259,0.07948889,2.678717255,0.009049408,0.017372518,-3.712838482,NA,NA
ACTN3,-0.09296173099999999,0.030016026,-1.06700496,0.289337872,0.362708837,-6.59624868,NA,NA
ACTN4,0.8048033259999999,-0.0018916360000000001,6.331073615,1.54e-08,1.11e-07,9.031235767,NA,NA
ACTR10,1.170273472,0.100714933,4.232374137,6.38e-05,0.000202688,0.9315133990000001,NA,NA
ACTR1A,0.41879363799999997,0.048633938,3.543323932,0.000678529,0.0017067679999999998,-1.315208849,NA,NA
ACTR1B,0.416058062,-0.041140289,3.770260664,0.000319922,0.0008661039999999999,-0.604953609,NA,NA
ACTR2,-0.159649715,0.055182576,-0.947665392,0.34629495899999996,0.422478329,-6.715722187999999,NA,NA
ACTR3,-0.242176561,0.013317941000000002,-2.647047109,0.009861568000000001,0.018730993,-3.790506035,NA,NA
ACTR3B,-0.62348485,0.053058096,-6.513924086,7.06e-09,5.49e-08,9.796229262,NA,NA
ACTR3BP2,-0.24796879600000002,0.144795399,-2.213197917,0.029876262,0.050009824,-4.775068577,NA,NA
ACTR3BP2///ACTR3BP5,-0.01917667,0.08529108099999999,-0.190535927,0.8493958079999999,0.8818588159999999,-7.147047601000001,NA,NA
ACTR3C,-0.600815011,-0.015165666999999999,-5.065581281,2.76e-06,1.1900000000000001e-05,3.962126165,NA,NA
ACTR5,-0.105339217,0.02340046,-1.2878479870000001,0.20169550600000002,0.26587699,-6.339098795,NA,NA
ACTR6,-0.22569715699999998,0.041819498,-2.7766368519999998,0.0069085959999999995,0.013657998999999999,-3.467897437,NA,NA
ACTR8,0.12931030599999999,0.06540986900000001,1.301729411,0.19692976,0.260273372,-6.321387999,NA,NA
ACTRT2,-0.23278243899999998,0.020946762,-2.3422906930000003,0.021778283,0.03782517,-4.497913013,NA,NA
ACTRT3,-0.032031273,0.030078857999999997,-0.294261294,0.7693581979999999,0.8161985629999999,-7.121744491,NA,NA
ACVR1,0.899866205,-0.0009015189999999999,3.426876748,0.000987129,0.0023886520000000002,-1.66743088,NA,NA
ACVR1B,0.25906726199999996,0.068920831,3.033784592,0.003301487,0.007056108,-2.791032225,NA,NA
ACVR1C,-0.10712246800000001,0.220363638,-1.093088126,0.277798122,0.350357686,-6.56830542,NA,NA
ACVR2A,1.309099926,0.364199476,5.618557271,3.01e-07,1.61e-06,6.121099121,NA,NA
ACVR2B,-0.255079846,0.078128469,-1.487449407,0.1410219,0.19509623399999998,-6.0670794589999995,NA,NA
ACVR2B-AS1,-0.489705875,-0.018205185,-4.6816180880000005,1.21e-05,4.5299999999999997e-05,2.528182362,NA,NA
ACVRL1,1.191687784,0.21421447,7.355836142,1.8399999999999998e-10,2.02e-09,13.38590265,NA,NA
ACY1,0.460853976,0.178966423,5.171111044,1.82e-06,8.2e-06,4.366163932,NA,NA
ACY3,-0.083507281,0.019476055,-1.026340314,0.307977648,0.382771481,-6.638505974,NA,NA
ACYP1,0.09057545800000001,-0.000810385,0.37361785,0.709725933,0.764238222,-7.095093471,NA,NA
ADA,0.247432135,0.144807254,2.293677844,0.024565634,0.042106831,-4.603888189,NA,NA
