Gene.Name,GSM997591,GSM997592,GSM997593,GSM997594,GSM997595,GSM997596,GSM997597,GSM997598,GSM997599,GSM997600,GSM997601,GSM997602,GSM997603,GSM997604,GSM997605,GSM997606,GSM997607,GSM997608,GSM997609,GSM997610,GSM997611,GSM997612,GSM997613,GSM997614,GSM997615,GSM997616,GSM997617,GSM997618,GSM997619,GSM997620,GSM997621,GSM997622,GSM997623,GSM997624,GSM997625,GSM997626,GSM997627,GSM997628,GSM997629,GSM997630,GSM997631,GSM997632,GSM997633,GSM997634,GSM997635,GSM997636,GSM997637,GSM997638,GSM997639,GSM997640,GSM997641,GSM997642,GSM997643,GSM997644,GSM997645,GSM997646,GSM997647,GSM997648,GSM997649,GSM997650,GSM997651,GSM997652,GSM997653,GSM997654,GSM997655,GSM997656,GSM997657,GSM997658,GSM997659,GSM997660,GSM997661,GSM997662,GSM997663,GSM997664,GSM997665,GSM997666,GSM997667
ANXA1,-0.21838284,0.62595606,-0.1358552,-0.19208670000000003,0.15754557,-0.03651929,0.15720510000000001,-0.33424616,0.73490715,-0.16216660000000002,0.12159538,-0.52592707,-0.44467926,-0.40003562,0.5474949,0.11871719,0.066548824,0.39528608,-0.06492329,1.450027,0.13864136,-0.65026903,-0.26563025,-0.48515368,-0.43808818,0.20246315,0.6308326999999999,-0.044650315999999995,-0.05539059599999999,0.0,-0.311162,0.78461504,-0.41464353,-0.39611268,0.86688805,0.4487772,-0.5809574000000001,1.1041718,-0.15402031,2.3331785,4.9075317,3.248375,2.9861035,2.3484082,2.268385,0.7372246,0.16685295,1.6786575000000001,1.3826838,-0.28808284,-0.23436308,-0.49561667,-0.33105493,-0.64735675,-0.20018554,-0.25979589999999997,0.7580557,-0.22384381,-0.17844152,1.8872542,-0.43522716,0.623786,1.1673168999999999,0.5221071,0.38175154,-0.28150892,0.45064735,1.7672400000000001,-0.40659618,-0.3128829,0.9369091999999999,-0.22030735,0.81369066,-0.28569746,0.5623845999999999,-0.37569833,-0.23938227
ANXA10,0.31249285,0.6886196,0.17351198,0.3187008,0.39248562,0.66756916,-0.24824238,0.047629356,0.45058869999999995,-0.16035652,-0.14994335,-0.46626759999999995,-0.39361382,-0.33003902,-0.052298545999999994,-0.5268698,-0.13914776,-0.34836483,-0.49220943,-0.62733746,0.18270111,0.25830078,-0.651289,-0.5057678,0.38759518,0.03312111,-0.36124802,-0.18203068,0.018458366,-0.12447643,-0.09494972,-0.08269167,-0.5404382,-0.33537197,-0.28659344,-0.045323372,-0.35545540000000003,-0.11496687,-0.050717354000000006,-0.75298786,-0.76015854,-0.65439653,-0.72396517,-0.87454987,-0.6332073,0.7438054000000001,-0.06435919,-0.020724297,0.33607578,-0.09211922,0.29490900000000003,0.21312428,0.20813036,0.22069359,0.4136176,0.2621069,0.08728504,0.0,0.22641087,0.044553757,0.08486557,-0.006815434,0.47672462,-0.26158857,0.5707015999999999,0.07861614,0.40893936,0.1717658,0.1482706,0.41020966,-0.30923557,0.10318375,0.1311388,0.09581756599999999,1.0234809,0.20276308,0.3271618
ANXA11,-0.23369932,-0.6503277,-0.15502929999999998,-0.075363636,-0.33628273,0.13535976,0.5921602,0.12484741,-0.7026062,0.31031275,0.21494293,-0.72018147,-0.12552261,-0.19467545,-0.14258289999999998,-0.29987240000000004,-0.053732872,-0.31205034,-0.48009205,0.32621669999999997,-0.2530837,-0.82012224,-0.17493773,-0.20928955,-0.11005926,-0.022033215,0.07452392599999999,-0.13399267,-0.30184507,0.10434103,-0.26430035,-0.12683344,0.27617598,0.16824198,-0.023918152,0.17566061,-0.87625885,-0.36187553,-0.13473463,0.19803858,0.32423306,0.0,0.44178867,-0.21050215,0.5494919,-0.13825655,0.1590991,-0.00788641,1.0642624,0.14261866,0.1370225,0.27879524,0.20470572,0.03678894,0.013362885,0.05755949,1.1317110000000001,0.19714403,0.37133837,0.51918125,-0.27760267,-0.17554235,0.62869596,0.14660835,0.7536092,-0.004048824,0.7562871,0.31826878,0.50227976,0.15437222,-0.14578867,-0.041776657,0.22552489999999997,-0.10428095,-0.14663744,0.3837428,0.49459696
ANXA13,0.07208443,0.3299384,-0.11181259,-0.4928856,-0.34904194,-0.08365536,-0.40665817,0.01176548,-0.12187576,-0.43060207,-0.1328106,-0.35716248,-0.7376337,0.06346178,0.00965023,-0.34004307,-0.4545889,-0.46294975,-0.067445755,0.5356684,0.3714471,-0.09612465,-0.44007587,-0.012436866999999999,-0.4412613,0.7292433,-0.21843052,0.1112833,-0.6860838,-0.6446295,0.0,-1.2040233999999999,-0.3432989,-0.40809345,0.5443906999999999,0.094129086,0.0914135,0.70406294,-0.25628853,-0.70045376,-0.6953325,-0.7247467,-0.23472786,-1.2287626,-0.24610138,-0.15733862,0.27540684,0.54956245,0.755054,0.22196007,1.3810753999999998,0.25470114,0.0438776,-0.15564728,0.33110809999999996,0.50964546,-0.13159561,0.7975196999999999,0.749383,0.08035278,0.44527435,0.36902379999999996,0.12397480000000001,0.20723152,0.519454,-0.21579885,0.6010270000000001,0.44403409999999993,0.32469463,-0.5078516,-0.2842245,-0.14554405,0.3412323,0.7269101,0.9843874,0.5523051999999999,0.6816535
ANXA3,-4.1325582999999995,-2.7767247999999998,-3.7892608999999995,-1.2833695,-3.5458708,-3.0892572,-3.8193498,-3.9687972,-3.5657911,0.17554808,-1.8813643,-0.2684822,-2.097412,0.27034283,-3.2908387,-1.1563473,-1.3784332000000001,-0.79438925,0.05197811,-0.7235708000000001,-0.63602686,-2.034912,1.2344007,-0.77579784,-1.0299716,-1.2798891000000001,-0.99396276,-2.8629937,-1.5969048000000001,-1.7695503000000001,-1.406168,-1.9015608,1.093566,1.0959997,-0.3284955,-0.02181673,-1.4750428,-1.5601578,1.1103239,3.6808558,4.3936205,4.488433000000001,4.159827,4.677658999999999,3.351201,1.3653955,0.5575595,1.6470871,-0.256073,0.0,-0.11923885,0.54859304,0.28027344,-0.9732251000000001,0.47243595,0.09541941,2.9173259999999996,0.518775,0.698246,-0.86552954,1.7784223999999997,0.23648643,0.31460809999999995,1.3696852,1.1774492,1.2162828,0.6545305,0.72015667,-0.9090686,1.7217798,3.084813,1.0382050999999999,1.2796048999999998,0.57482815,-2.4047384,0.66407204,0.3060603
ANXA4,-2.8707347000000003,-2.3677387000000003,-4.531184,-1.5215039,-2.422731,-2.1459007000000003,-3.123456,-1.5136113000000002,-0.56570435,0.7581501,-1.0210247,1.5766153,1.2329159,1.868948,-2.4544759,-0.036880493,1.3074484,0.8759575000000001,1.7299328,0.8030863,-0.47938347,-0.48701096,1.1756077,1.7534523000000002,-0.3927889,-0.7128687,-1.1227841,1.572957,-0.97134495,0.3340845,-0.59302044,0.06043434,1.8232756,1.7156276999999998,2.3908633999999997,-0.3364153,1.127017,1.8816643,2.4233322,2.4943886,2.5817432,2.4861946,2.3648643,3.7075614999999997,1.7391186,0.37128448,-0.19530106,0.36244392,-1.8878988999999997,-0.08701706,-0.01408577,0.10040951,-2.023982,1.1471691000000002,0.4574852,-0.03583145,1.9338379,1.1259661,0.07067013,0.8702049000000001,0.0,0.26571178,-1.197391,-0.3146429,-0.14914322,0.7031174,0.3354683,0.8145666,-2.0748758,-0.18413162,-0.08587932599999999,-0.33760548,-0.984323,-0.5460366999999999,-1.08251,-0.12030792,-0.95368195
ANXA5,-1.0855465,-0.2618351,-1.8333359,-0.048560143,-0.10392666,0.34535694,-1.5798311,0.18446922,0.841095,1.0236254,-2.1209984,1.5099716,1.7829884999999999,1.769393,-2.7002467999999995,0.6081629,0.85913754,1.3514462,0.81023884,1.0151501,-0.005493164,0.28910065,0.9834757,2.1331147999999995,0.19718933,-0.6419916,-0.32889748,0.6781788000000001,-0.38660812,0.7860583999999999,1.5551891000000002,1.4218263999999998,1.7422323,1.7408152,2.312358,-0.46863556,1.7251549,1.4134121000000002,2.6084776,1.9941874,2.3873615000000004,2.0299139999999998,1.8687525,2.6892166,2.2706404,0.0816946,-0.68117714,-0.64365387,-2.8832302000000003,-0.62096596,-1.0392704,0.13235474,-1.407134,-1.2522516000000001,-1.0721664,-1.3477496999999998,0.27800749999999996,0.0,-1.1926184,-1.8839988999999997,-1.0731316,-0.57452965,-0.34543037,-0.4401598,-2.0794363000000002,-0.9553833,-0.405756,-0.15797424,-1.5359573,0.17648315,1.2465925,-1.2075348,-1.3803587,0.139575,-1.5909061000000002,-0.88965034,-1.2282772
ANXA7,-0.3121662,-1.0995854999999999,-0.7608957,-0.2757082,0.1668787,0.0,-1.3291912000000001,0.36473465,-0.30092240000000003,-0.15377903,-2.0269074000000002,0.93397427,0.34993935,0.95693207,-4.0231705,-0.25236797,0.30144787,-0.082219124,0.52343845,0.056441307,-0.144557,0.0,-0.56147003,0.7964039,-0.14749432,-1.0406666,0.10880184,0.85450363,6.2e-05,-0.7715378,-0.83445835,1.1727047,0.83920956,0.4163847,1.0265303,-0.7201128000000001,0.2598877,0.097270966,0.29681683,0.31990242,1.0082455,1.2385368,0.5547333000000001,0.98772335,0.7569437,0.21788979,-0.23181248,0.3316803,-3.1698275000000002,0.30927467,-0.6380186,-0.747097,0.01676178,0.39795590000000003,-0.18506813,-0.26854897,1.3837576,0.60029316,-0.96964073,0.3115368,-0.9341078000000002,-0.08580303,-0.7623844,-0.045567513,0.001452446,0.42229366,-0.023260117,0.44759655,-0.7019634,-0.23920727,0.5914755,-0.4755392,-0.84222794,0.5542011,-1.0345039,-0.44309044,-1.4601263999999998
ANXA9,-0.3259442,0.52603626,0.5543823,-0.3232069,0.17605686,0.38366508,-0.013445853999999998,0.008595943,-0.23410129999999998,-0.32679224,0.18700647,-0.47985315,-0.8945508,-0.28585148,0.53077173,-0.8006706,-0.29024124,-0.39180994,0.3073244,-0.5927786999999999,-0.50768995,0.30394268,0.6528721,-0.8924062,0.48139906,0.7142706,-0.25350952,0.3451805,0.1905489,-0.1334486,-0.7837231,-0.046610832000000005,-0.20633793,0.09189606,-0.47251773,0.059859275999999996,-0.5430020999999999,-0.5451133,-0.55675125,2.8771076,2.500451,3.027965,1.950738,2.0671,2.4706992999999997,0.27590466,0.43343258,0.44568682,1.0164909,-0.040737152,0.2855115,-0.44894290000000003,-0.0967865,0.09047413,-0.41106915,1.5184883999999998,0.61064863,0.076683044,0.239851,-0.069989204,0.26232862,-0.51321673,-0.013455868000000001,-0.1298008,0.44013357,-0.21813822,-0.21442223,0.11618471,0.70488644,-0.5744629,0.5243291999999999,0.4154067,-0.19345093,-0.39374899999999996,0.0,-0.22112703,-0.29446936
AREG,-0.13377309,-0.40598464,-0.19775510000000002,-0.9332802,-0.8740511000000001,-1.0932446000000002,-0.007050275999999999,-1.0586798000000002,0.56570435,3.7489495,-0.7059736,2.5827675,0.6157603,3.3809733,-0.74216795,2.4492412,0.41001797,1.9593444,3.8364190000000002,0.68597984,0.21141434,1.5506182,0.20179462,4.452262,2.6323418999999997,1.1419848999999997,-1.0997045,5.3753567,0.5663661999999999,-0.14504552,7.035456699999999,0.6491946999999999,0.23853016,-0.122403145,0.0,4.053898,-0.07615852,2.9570279999999998,0.17169666,-0.43303418,-0.20133567,-0.5504925,-0.090687275,0.05559349,-0.92779016,-0.49728942,1.2937536,1.2139868999999999,0.20843744,-0.014288664,3.2621236000000002,-0.22932935,-0.33937,0.75929356,-0.3045261,-0.06955433,-0.62833834,-0.03360796,2.9098997000000004,1.2722311000000002,-0.37640333,0.20221043,-0.19416189,-0.45360779999999995,-0.36327934,-0.41504717,-0.28611708,3.0607862,-0.7947201999999999,-0.84002733,5.110642400000001,-0.7736287,2.4892464,-0.9307636999999999,0.74324274,-0.36524487,0.19641209
