Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
ATG2B,-1.991618462,0.26335329,-5.321218883,1.00E-06,1.75E-05,4.963697438
ATG3,0.097789199,0.01471064,0.93580111,0.352331344,0.429677558,-6.707576521
ATG4A,0.275706221,0.025200788,1.645083596,0.104071066,0.159575155,-5.807171431
ATG4B,-0.040062972,0.016764895,-0.272527797,0.785953229,0.825596421,-7.108578673
ATG4C,-0.364284685,0.131209031,-1.158361235,0.250333527,0.324732125,-6.476301977
ATG4D,0.540803837,0.165803151,2.382945773,0.019666591,0.043273638,-4.389104714
ATG5,-1.046364883,0.029044726,-2.29123141,0.024713889,0.051579538,-4.590413815
ATG7,-0.637377884,0.043240143,-3.089101986,0.002801317,0.009990061,-2.620998555
ATG9A,0.45432386,-0.031113272,2.64084316,0.010028218,0.025917309,-3.787076058
ATG9B,0.687697578,0.130500807,3.044329844,0.003200162,0.011023221,-2.743977125
ATIC,-1.16169355,-0.299555345,-3.440043703,0.000946523,0.004409499,-1.610046738
ATL1,-1.07918814,0.133085855,-3.040037315,0.003241053,0.011136454,-2.755694083
ATL2,0.116998248,0.066008052,1.132349245,0.261037602,0.336144909,-6.50579135
ATL3,-0.805719028,0.270137553,-2.149963678,0.034730078,0.067090069,-4.886965198
ATM,0.273092734,0.146702953,1.786658193,0.077969305,0.126871406,-5.571725981
ATMIN,-0.597604928,-0.008447834,-2.515184064,0.014002644,0.033381906,-4.086943504
ATN1,0.729168869,0.140921921,3.900874273,0.000205023,0.001375963,-0.164916466
ATOH1,0.174670861,-0.022902363,0.790748631,0.43154446,0.508637853,-6.832430597
ATOH7,0.116196893,0.059239612,0.55472136,0.580709578,0.647338299,-6.991340252
ATOH8,-0.077613334,0.140769089,-0.308401417,0.758618266,0.80131466,-7.098097909
ATOX1,0.83683699,0.149878336,3.06885645,0.002975567,0.010471979,-2.676781452
ATP10A,1.530877543,0.335503963,3.998242824,0.000146328,0.001056044,0.156123472
ATP10B,1.102437446,0.255357719,4.914910837,4.97E-06,6.89E-05,3.408996288
ATP10D,-1.300641702,0.271763354,-3.381767995,0.001139062,0.005058174,-1.783531958
ATP11A,-0.139233552,0.097372721,-0.859327755,0.392854544,0.47052341,-6.775964987
ATP11A-AS1,0.374935744,0.088628232,2.57919528,0.011828584,0.029305715,-3.9357213
ATP11B,0.17426924,0.131204734,0.782957602,0.436078153,0.512974729,-6.838553578
ATP11C,0.377571979,0.136195852,1.758778932,0.082628956,0.132685217,-5.619508951
ATP12A,0.210501594,-0.070550157,1.269393587,0.208163313,0.279864289,-6.343179967
ATP13A1,-0.054476286,-0.065986642,-0.218394559,0.827705432,0.860377626,-7.121947926
ATP13A2,-0.560203827,-0.022876466,-2.95482423,0.004160248,0.01339975,-2.985599199
ATP13A3,-0.034301908,-0.030937802,-0.219916178,0.826524409,0.859679783,-7.121612348
ATP13A4,-0.248866184,0.086155414,-1.793961956,0.076785299,0.125330258,-5.559093667
ATP13A4-AS1,0.042952852,0.00202863,0.60807299,0.544946895,0.614745911,-6.960245096
ATP13A5,-0.194574111,0.126793984,-1.230308206,0.222365599,0.295097892,-6.39137637
ATP1A1,0.169201576,0.011294838,1.117372275,0.267345172,0.343034823,-6.522476779
ATP1A1-AS1,0.42101177,0.024200112,2.947261541,0.004252527,0.013655404,-3.005753666
ATP1A2,0.819606161,0.338180356,2.204310294,0.030520409,0.060770072,-4.774841567
ATP1A4,0.452494565,0.020670722,3.765999847,0.000324552,0.001949151,-0.60085854
ATP1B1,0.357721316,0.029545107,0.651102386,0.516938738,0.589162215,-6.933108083
ATP1B2,0.504582559,0.082591261,2.844034271,0.005716335,0.016988594,-3.276721989
ATP1B3,0.448806735,0.146628999,3.01404166,0.003499245,0.011774278,-2.826375432
ATP1B4,0.500864165,0.263869217,2.641728405,0.010004283,0.025870495,-3.784920255
ATP23,0.471185353,0.019919927,3.482347218,0.000826478,0.003984948,-1.482757317
ATP2A1,0.428152006,0.103008029,3.026090484,0.003377289,0.011475036,-2.793674232
ATP2A1-AS1,0.736642776,0.057408484,3.529313346,0.000710118,0.003582186,-1.340122488
ATP2A2,-1.313634272,0.079519666,-3.593009148,0.000576911,0.003047919,-1.144498318
ATP2A3,0.632009691,0.196636179,3.459828205,0.000888463,0.004196076,-1.550656736
ATP2B1,-2.520050811,0.087366505,-7.033643868,7.50E-10,3.00E-08,12.01473169
ATP2B2,-0.881472738,0.100166988,-2.443087613,0.01687669,0.038559394,-4.253408486
ATP2B3,0.606405889,0.214481636,2.495755882,0.014730272,0.034769639,-4.132206119
ATP2B4,0.428411406,0.024948874,2.711085797,0.008282704,0.022387782,-3.614159172
ATP2C1,-1.486474068,0.09297045,-4.125020327,9.37E-05,0.000747146,0.581791864
ATP2C2,0.536731348,0.136570489,3.174663304,0.002164731,0.008269293,-2.382125517
ATP4A,0.584930581,-0.013589195,3.770795351,0.000319345,0.001925169,-0.585536928
ATP4B,0.628487089,0.081395144,3.915823703,0.000194736,0.001323311,-0.115965197
