Gene.symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
LGI3,-0.277723928,-0.005897522,-3.6236838010000003,0.000521575,0.001347666,-1.06723946
LIF,0.66717236,0.082881599,3.5129709910000004,0.000748724,0.001865179,-1.4078366080000002
LMAN1L,-0.243451083,-0.060164174,-3.009758455,0.003543575,0.007530055,-2.8562863480000003
LOX,4.287677686,0.6781141940000001,9.44705693,1.82e-14,5.080000000000001e-13,22.49872217
LOXL1,3.22812988,0.885658649,11.40051279,3.85e-18,2.8700000000000003e-16,30.87417498
LOXL2,2.368410961,0.725903011,8.910850412,1.93e-13,4.16e-12,20.15974311
LOXL3,0.669243725,0.011744071000000002,5.738273521,1.8399999999999998e-07,1.03e-06,6.601032581
LOXL4,1.298318557,0.138387545,8.499267462999999,1.19e-12,2.1600000000000002e-11,18.36089513
LPA,0.22717368,0.054255860999999996,3.443567849,0.000935925,0.002279394,-1.6174692240000001
LRG1,-0.671027082,0.153997985,-3.686682725,0.00042333800000000005,0.001116293,-0.870108185
LTB,0.66700841,0.18521758100000002,2.27039891,0.026008701000000002,0.044212007000000005,-4.653951254
LTBP1,0.760971197,0.123900229,4.621865007,1.52e-05,5.56e-05,2.3104987830000003
LTBP2,3.448010623,0.349387999,14.53197953,1.14e-23,5.290000000000001e-21,43.4568164
LTBP3,0.415057319,0.142185594,5.457441257999999,5.79e-07,2.91e-06,5.481820998
LTBP4,0.906606604,0.153498084,5.878821251000001,1.0300000000000001e-07,6.1e-07,7.169485875
LUM,3.7902540439999997,0.600735703,8.348177463999999,2.32e-12,3.96e-11,17.70066958
MASP1,0.299651444,0.158458189,3.289556358,0.0015207520000000002,0.003502552,-2.071660322
MATN3,1.647551676,0.615182323,6.294283476,1.8e-08,1.28e-07,8.878103366
MATN4,0.39493708200000005,0.036665836,4.027680173,0.000132023,0.000390636,0.236726803
MBL2,0.22377440399999998,0.081304901,3.0081895480000003,0.003559943,0.007559775,-2.860533268
MEGF10,2.0823472290000002,1.060896455,4.327286312,4.5299999999999997e-05,0.00014856600000000001,1.26089752
MEGF11,-0.268858304,0.09348228199999999,-3.2873629,0.00153115,0.003524674,-2.07801727
MEGF6,-0.564100452,0.154328471,-4.002337253,0.000144253,0.000422269,0.15224006699999998
MEGF8,0.45467521299999997,0.08800728099999999,3.59291323,0.000577093,0.001475161,-1.162655149
MEGF9,0.6293854179999999,0.235553514,4.636637448,1.4400000000000001e-05,5.28e-05,2.36417103
MEP1B,-0.734403233,0.021354792999999997,-9.257189143,4.2e-14,1.07e-12,21.67152497
MEPE,-0.277613106,-0.026849685,-2.963866437,0.004052349,0.008486218,-2.979790912
MFAP2,1.049231104,-0.044280106,3.516249785,0.000740823,0.001847417,-1.397858314
MFAP4,1.138125227,0.313104202,6.31952176,1.62e-08,1.1599999999999999e-07,8.98312374
MFAP5,1.7518561780000002,1.025260311,3.736352914,0.00035858099999999996,0.0009589630000000001,-0.7130209670000001
MFGE8,0.20478015300000002,0.090419254,2.478670858,0.015398035,0.027790752000000002,-4.190415614
MGP,0.510795613,0.261462313,4.879157812,5.71e-06,2.2899999999999998e-05,3.258560373
MMP1,0.9491954490000001,0.7536325309999999,2.571683157,0.012066876,0.022419569,-3.9722305319999998
MMP11,2.543283566,0.49697730100000004,6.9900965170000005,9.06e-10,8.62e-09,11.81489328
MMP13,0.516027915,0.346129244,2.4791996469999997,0.015376967,0.027759614,-4.189194441000001
MMP14,0.754256015,0.118540887,8.627828845,6.750000000000001e-13,1.2999999999999999e-11,18.92283098
MMP15,-0.285871009,0.042196141,-4.348784346,4.1899999999999995e-05,0.00013833,1.336118377
MMP16,1.6360408430000002,0.284490879,8.820529026,2.8800000000000004e-13,5.9999999999999995e-12,19.76508279
MMP19,-0.26601289899999997,0.038376613999999996,-2.2241869569999997,0.029096313,0.048829331,-4.752010578
MMP2,3.450653712,0.524805329,13.42318208,9.04e-22,2.33e-19,39.14128261
MMP20,-0.241372237,-0.030813802999999997,-3.446578314,0.000926961,0.002259544,-1.608439119
MMP24,0.293981404,0.134651978,3.061232448,0.00304376,0.00655766,-2.715988189
MMP25,-0.5800164729999999,0.06410924,-5.355869659,8.720000000000001e-07,4.2e-06,5.082945553
MMP28,0.6879334990000001,0.38820380600000004,5.132444419,2.12e-06,9.37e-06,4.2176550189999995
MMP7,-1.332741314,0.109088949,-3.042211429,0.003220282,0.0068964809999999994,-2.7680489639999997
MMP8,0.297930582,0.11833125800000001,3.8005250630000003,0.000288805,0.000789269,-0.507935027
MMP9,1.0796918009999998,0.27145133899999996,2.8711240510000002,0.005292853,0.010743667,-3.224768006
MMRN1,0.420293112,0.30241898100000003,2.572338357,0.012045921000000001,0.022384379,-3.970669584
MMRN2,0.8849692370000001,0.299878123,3.608998732,0.000547406,0.001407534,-1.112847693
MST1L,0.22591983300000001,0.178434857,2.325869339,0.022686768,0.039237443,-4.533926815
MSTN,0.220830709,0.09135816699999999,2.66005372,0.009520325,0.018152663,-3.758701397
MUC1,-2.6943585260000003,0.328020976,-9.844018063,3.1899999999999998e-15,1.0800000000000002e-13,24.22286341
MUC13,0.413059945,0.152016351,4.174184186000001,7.859999999999999e-05,0.000244797,0.731798472
MUC15,-0.9186598840000001,0.468716911,-3.343054038,0.001286775,0.0030225609999999996,-1.9156367230000002
MUC16,-1.816681235,-0.5374092220000001,-6.25625363,2.11e-08,1.47e-07,8.720102249
MUC17,-0.256784618,0.003015797,-3.20139469,0.001995405,0.004479229,-2.324642464
MUC19,-0.43366636,-0.045842953,-5.571588936,3.64e-07,1.91e-06,5.933932283
MUC20,-0.724504643,0.34861273600000003,-3.0165381989999998,0.003473645,0.007392765999999999,-2.8379140539999996
MUC4,-0.899219415,0.5525468179999999,-2.593206482,0.011395475,0.021327284,-3.9207790510000002
MUC5B,-0.666833134,0.149048184,-4.510559433,2.3100000000000002e-05,8.08e-05,1.909211695
MUC6,0.348821125,0.062389455,3.3223968619999997,0.001372792,0.003200588,-1.976104906
