"CNumber","Kinase","Inhibition","Standard Deviation","Screen Conc"
"88","MLK1","88","10","1.00"
"88","MLK3","84","7","1.00"
"88","TAO1","109","9","1.00"
"88","ASK1","100","7","1.00"
"88","TAK1","96","11","1.00"
"88","IRAK4","107","1","1.00"
"88","RIPK2","21","7","1.00"
"88","TTK","88","1","1.00"
"88","Src","62","3","1.00"
"88","Lck","58","8","1.00"
"88","CSK","59","2","1.00"
"88","YES1","43","2","1.00"
"88","BTK","116","12","1.00"
"88","JAK2","95","11","1.00"
"88","SYK","114","9","1.00"
"88","EPH-A2","105","2","1.00"
"88","EPH-A4","113","5","1.00"
"88","EPH-B1","94","0","1.00"
"88","EPH-B2","114","0","1.00"
"88","EPH-B3","126","13","1.00"
"88","EPH-B4","125","1","1.00"
"88","FGF-R1","80","14","1.00"
"88","HER4","96","0","1.00"
"88","IGF-1R","110","9","1.00"
"88","IR","116","0","1.00"
"88","IRR","95","11","1.00"
"88","TrkA","107","12","1.00"
"88","VEGFR1","49","4","1.00"
"88","MKK1","45","1","10.00"
"88","MKK2","25","3","10.00"
"88","MKK6","94","10","10.00"
"88","ERK1","103","7","10.00"
"88","ERK2","90","6","10.00"
"88","JNK1","89","1","10.00"
"88","JNK2","88","6","10.00"
"88","JNK3","85","4","10.00"
"88","p38 alpha MAPK","58","6","10.00"
"88","p38 beta MAPK","57","2","10.00"
"88","p38 gamma MAPK","94","2","10.00"
"88","p38 delta MAPK","79","6","10.00"
"88","ERK8","42","3","10.00"
"88","RSK1","98","4","10.00"
"88","RSK2","80","3","10.00"
"88","PDK1","85","12","10.00"
"88","PKB alpha ","101","6","10.00"
"88","PKB beta ","78","15","10.00"
"88","SGK1","88","11","10.00"
"88","S6K1","84","1","10.00"
"88","PKA","104","1","10.00"
"88","ROCK 2","66","1","10.00"
"88","PRK2","89","12","10.00"
"88","PKC alpha ","84","4","10.00"
"88","PKC zeta ","93","7","10.00"
"88","PKD1","87","13","10.00"
"88","MSK1","91","3","10.00"
"88","MNK1","79","13","10.00"
"88","MNK2","98","10","10.00"
"88","MAPKAP-K2 ","100","7","10.00"
"88","MAPKAP-K3","89","2","10.00"
"88","PRAK","93","2","10.00"
"88","CAMKK beta ","71","6","10.00"
"88","CAMK1","27","1","10.00"
"88","SmMLCK","36","1","10.00"
"88","PHK","110","1","10.00"
"88","DAPK1","83","13","10.00"
"88","CHK1","28","0","10.00"
"88","CHK2","77","0","10.00"
"88","GSK3 beta ","53","3","10.00"
"88","CDK2-Cyclin A","102","3","10.00"
"88","PLK1","95","1","10.00"
"88","Aurora A","23","1","10.00"
"88","Aurora B","20","4","10.00"
"88","LKB1","64","4","10.00"
"88","AMPK","56","4","10.00"
"88","MARK1","70","0","10.00"
"88","MARK2","87","2","10.00"
"88","MARK3","74","0","10.00"
"88","MARK4","65","3","10.00"
"88","BRSK1","82","6","10.00"
"88","BRSK2","73","8","10.00"
"88","MELK","24","0","10.00"
"88","NUAK1","61","7","10.00"
"88","CK1 delta ","96","4","10.00"
"88","CK2","77","3","10.00"
"88","DYRK1A","77","6","10.00"
"88","DYRK2","81","4","10.00"
"88","DYRK3","68","1","10.00"
"88","NEK2a","52","0","10.00"
"88","NEK6","114","13","10.00"
"88","IKK beta ","71","3","10.00"
"88","IKK epsilon ","81","10","10.00"
"88","TBK1","96","7","10.00"
"88","PIM1","68","5","10.00"
"88","PIM2","92","3","10.00"
"88","PIM3","61","3","10.00"
"88","SRPK1","79","3","10.00"
"88","EF2K","100","2","10.00"
"88","HIPK1","93","3","10.00"
"88","HIPK2","48","7","10.00"
"88","HIPK3","90","14","10.00"
"88","CLK2","20","2","10.00"
"88","PAK2","40","8","10.00"
"88","PAK4","46","1","10.00"
"88","PAK5","49","4","10.00"
"88","PAK6","79","2","10.00"
"88","MST2","40","1","10.00"
"88","MST4","66","4","10.00"
"88","GCK","26","2","10.00"
"88","MINK1","15","0","10.00"
"88","MEKK1","65","3","10.00"
"88","MLK1","34","4","10.00"
"88","MLK3","33","3","10.00"
"88","TAO1","63","3","10.00"
"88","ASK1","95","15","10.00"
"88","TAK1","92","9","10.00"
"88","IRAK4","87","4","10.00"
"88","RIPK2","7","1","10.00"
"88","TTK","75","11","10.00"
"88","Src","21","0","10.00"
"88","Lck","34","6","10.00"
"88","CSK","84","2","10.00"
"88","YES1","13","3","10.00"
"88","BTK","69","0","10.00"
"88","JAK2","45","1","10.00"
"88","SYK","96","14","10.00"
"88","EPH-A2","97","2","10.00"
"88","EPH-A4","96","3","10.00"
"88","EPH-B1","85","3","10.00"
"88","EPH-B2","76","1","10.00"
"88","EPH-B3","83","12","10.00"
"88","EPH-B4","97","0","10.00"
"88","FGF-R1","30","3","10.00"
"88","HER4","49","3","10.00"
"88","IGF-1R","80","3","10.00"
"88","IR","117","9","10.00"
"88","IRR","64","6","10.00"
"88","TrkA","54","4","10.00"
"88","VEGFR1","10","0","10.00"
"89","MKK1","85","3","0.10"
"89","ERK1","82","0","0.10"
"89","ERK2","103","2","0.10"
"89","JNK1","95","11","0.10"
"89","JNK2","88","1","0.10"
"89","p38 alpha MAPK","78","3","0.10"
"89","p38 beta MAPK","89","4","0.10"
"89","p38 gamma MAPK","102","0","0.10"
"89","p38 delta MAPK","84","9","0.10"
"89","ERK8","88","2","0.10"
"89","RSK1","94","16","0.10"
"89","RSK2","91","6","0.10"
"89","PDK1","99","11","0.10"
"89","PKB alpha ","95","1","0.10"
"89","PKB beta ","127","42","0.10"
"89","SGK1","87","3","0.10"
"89","S6K1","86","14","0.10"
"89","PKA","86","2","0.10"
"89","ROCK 2","86","2","0.10"
"89","PRK2","108","4","0.10"
"89","PKC alpha ","95","15","0.10"
"89","PKC zeta ","89","6","0.10"
"89","PKD1","89","9","0.10"
"89","MSK1","92","10","0.10"
"89","MNK1","93","3","0.10"
"89","MNK2","94","7","0.10"
"89","MAPKAP-K2 ","78","2","0.10"
"89","PRAK","102","11","0.10"
"89","CAMKK beta ","84","4","0.10"
"89","CAMK1","102","3","0.10"
"89","SmMLCK","103","23","0.10"
"89","PHK","90","12","0.10"
"89","CHK1","90","4","0.10"
"89","CHK2","117","12","0.10"
"89","GSK3 beta ","94","2","0.10"
"89","CDK2-Cyclin A","105","6","0.10"
"89","PLK1","88","6","0.10"
"89","AMPK","99","7","0.10"
"89","MARK3","93","5","0.10"
"89","BRSK2","93","15","0.10"
"89","MELK","87","0","0.10"
"89","CK1 delta ","75","1","0.10"
"89","CK2","107","1","0.10"
"89","DYRK1A","88","3","0.10"
"89","DYRK2","91","8","0.10"
"89","DYRK3","98","12","0.10"
"89","NEK2a","100","8","0.10"
"89","NEK6","88","5","0.10"
"89","IKK beta ","89","4","0.10"
"89","PIM1","98","11","0.10"
"89","PIM2","103","5","0.10"
"89","PIM3","88","13","0.10"
"89","SRPK1","105","9","0.10"
"89","MST2","82","6","0.10"
"89","EF2K","97","18","0.10"
"89","HIPK2","99","5","0.10"
"89","PAK4","89","3","0.10"
"89","PAK5","98","17","0.10"
"89","PAK6","97","0","0.10"
"89","Src","17","0","0.10"
"89","Lck","33","0","0.10"
"89","CSK","68","1","0.10"
"89","FGF-R1","68","11","0.10"
"89","IRR","77","13","0.10"
"89","EPH-A2","40","0","0.10"
"89","MST4","99","3","0.10"
"89","SYK","96","5","0.10"
"89","YES1","10","0","0.10"
"89","IKK epsilon ","98","13","0.10"
"89","TBK1","78","0","0.10"
"89","IGF-1R","102","8","0.10"
"89","VEGFR1","67","5","0.10"
"89","BTK","12","4","0.10"
"89","IR","96","6","0.10"
"89","EPH-B3","30","8","0.10"
"89","MKK1","67","5","1.00"
"89","ERK1","113","1","1.00"
"89","ERK2","94","2","1.00"
"89","JNK1","93","10","1.00"
"89","JNK2","85","4","1.00"
"89","JNK3","85","0","1.00"
"89","p38 alpha MAPK","43","2","1.00"
"89","p38 beta MAPK","38","2","1.00"
"89","p38 gamma MAPK","98","8","1.00"
"89","p38 delta MAPK","69","7","1.00"
"89","ERK8","94","2","1.00"
"89","RSK1","94","4","1.00"
"89","RSK2","99","1","1.00"
"89","PDK1","84","11","1.00"
"89","PKB alpha ","95","0","1.00"
"89","PKB beta ","97","11","1.00"
"89","SGK1","87","0","1.00"
"89","S6K1","42","5","1.00"
"89","PKA","52","3","1.00"
"89","ROCK 2","81","0","1.00"
"89","PRK2","84","3","1.00"
"89","PKC alpha ","75","4","1.00"
"89","PKC zeta ","93","7","1.00"
"89","PKD1","76","2","1.00"
"89","MSK1","72","12","1.00"
"89","MNK1","76","1","1.00"
"89","MNK2","97","1","1.00"
"89","MAPKAP-K2 ","101","1","1.00"
"89","MAPKAP-K3","98","3","1.00"
"89","PRAK","101","0","1.00"
"89","CAMKK alpha ","91","16","1.00"
"89","CAMKK beta ","96","3","1.00"
"89","CAMK1","90","3","1.00"
"89","SmMLCK","92","9","1.00"
"89","PHK","85","7","1.00"
"89","CHK1","90","6","1.00"
"89","CHK2","101","6","1.00"
"89","GSK3 beta ","94","6","1.00"
"89","CDK2-Cyclin A","89","6","1.00"
"89","PLK1","83","6","1.00"
"89","Aurora B","73","1","1.00"
"89","Aurora C","47","5","1.00"
"89","AMPK","102","9","1.00"
"89","MARK3","128","5","1.00"
"89","BRSK2","90","8","1.00"
"89","MELK","58","1","1.00"
"89","CK1 delta ","20","2","1.00"
"89","CK2","99","4","1.00"
"89","DYRK1A","97","6","1.00"
"89","DYRK2","85","1","1.00"
"89","DYRK3","92","2","1.00"
"89","NEK2a","85","1","1.00"
"89","NEK6","80","3","1.00"
"89","NEK7","116","2","1.00"
"89","IKK beta ","79","14","1.00"
"89","PIM1","89","8","1.00"
"89","PIM2","111","15","1.00"
"89","PIM3","91","10","1.00"
"89","SRPK1","93","4","1.00"
"89","MST2","70","3","1.00"
"89","EF2K","127","7","1.00"
"89","HIPK2","86","8","1.00"
"89","HIPK3","101","3","1.00"
"89","PAK4","92","7","1.00"
"89","PAK5","87","3","1.00"
"89","PAK6","96","2","1.00"
"89","Src","4","1","1.00"
"89","Lck","6","1","1.00"
"89","CSK","39","1","1.00"
"89","FGF-R1","19","1","1.00"
"89","IRR","67","20","1.00"
"89","EPH-A2","11","2","1.00"
"89","MST4","78","5","1.00"
"89","SYK","92","12","1.00"
"89","YES1","1","0","1.00"
"89","IKK epsilon ","72","2","1.00"
"89","TBK1","60","6","1.00"
"89","IGF-1R","106","4","1.00"
"89","VEGFR1","16","0","1.00"
"89","BTK","3","0","1.00"
"89","IR","103","2","1.00"
"89","EPH-B3","6","4","1.00"
"89","MKK1","59","1","10.00"
"89","ERK1","104","6","10.00"
"89","ERK2","75","0","10.00"
"89","JNK1","92","0","10.00"
"89","JNK2","42","2","10.00"
"89","JNK3","50","0","10.00"
"89","p38 alpha MAPK","11","2","10.00"
"89","p38 beta MAPK","10","1","10.00"
"89","p38 gamma MAPK","88","1","10.00"
"89","p38 delta MAPK","87","8","10.00"
"89","ERK8","73","8","10.00"
"89","RSK1","49","6","10.00"
"89","RSK2","69","5","10.00"
"89","PDK1","82","5","10.00"
"89","PKB alpha ","79","6","10.00"
"89","PKB beta ","93","8","10.00"
"89","SGK1","84","0","10.00"
"89","S6K1","15","0","10.00"
"89","PKA","29","0","10.00"
"89","ROCK 2","43","3","10.00"
"89","PRK2","81","7","10.00"
"89","PKC alpha ","52","2","10.00"
"89","PKC zeta ","77","2","10.00"
"89","PKD1","41","9","10.00"
"89","MSK1","45","1","10.00"
"89","MNK1","50","6","10.00"
"89","MNK2","74","2","10.00"
"89","MAPKAP-K2 ","107","6","10.00"
"89","MAPKAP-K3","114","4","10.00"
"89","PRAK","77","8","10.00"
"89","CAMKK alpha ","71","4","10.00"
"89","CAMKK beta ","52","2","10.00"
"89","CAMK1","87","2","10.00"
"89","SmMLCK","76","0","10.00"
"89","PHK","67","1","10.00"
"89","CHK1","95","1","10.00"
"89","CHK2","55","4","10.00"
"89","GSK3 beta ","100","1","10.00"
"89","CDK2-Cyclin A","58","0","10.00"
"89","PLK1","92","8","10.00"
"89","Aurora B","40","1","10.00"
"89","Aurora C","17","1","10.00"
"89","AMPK","107","1","10.00"
"89","MARK3","93","1","10.00"
"89","BRSK2","2","0","10.00"
"89","MELK","23","4","10.00"
"89","CK1 delta ","4","0","10.00"
"89","CK2","100","7","10.00"
"89","DYRK1A","81","7","10.00"
"89","DYRK2","94","2","10.00"
"89","DYRK3","61","2","10.00"
"89","NEK2a","84","3","10.00"
"89","NEK6","111","8","10.00"
"89","NEK7","107","2","10.00"
"89","IKK beta ","85","1","10.00"
"89","PIM1","97","1","10.00"
"89","PIM2","89","7","10.00"
"89","PIM3","79","2","10.00"
"89","SRPK1","82","5","10.00"
"89","MST2","34","2","10.00"
"89","EF2K","100","0","10.00"
"89","HIPK2","65","0","10.00"
"89","HIPK3","102","4","10.00"
"89","PAK4","63","2","10.00"
"89","PAK5","71","3","10.00"
"89","PAK6","90","0","10.00"
"89","Src","0","0","10.00"
"89","Lck","2","0","10.00"
"89","CSK","4","0","10.00"
"90","MKK1","85","0","0.10"
"90","ERK1","96","3","0.10"
"90","ERK2","102","0","0.10"
"90","JNK1","97","9","0.10"
"90","JNK2","91","2","0.10"
"90","p38 alpha MAPK","105","15","0.10"
"90","p38 beta MAPK","81","1","0.10"
"90","p38 gamma MAPK","91","25","0.10"
"90","p38 delta MAPK","91","17","0.10"
"90","ERK8","95","1","0.10"
"90","RSK1","102","4","0.10"
"90","RSK2","125","25","0.10"
"90","PDK1","93","7","0.10"
"90","PKB alpha ","98","11","0.10"
"90","PKB beta ","79","12","0.10"
"90","SGK1","105","6","0.10"
"90","S6K1","86","9","0.10"
"90","PKA","84","0","0.10"
"90","ROCK 2","82","5","0.10"
"90","PRK2","78","1","0.10"
"90","PKC alpha ","97","0","0.10"
"90","PKC zeta ","101","3","0.10"
"90","PKD1","87","6","0.10"
"90","MSK1","88","3","0.10"
"90","MNK1","98","2","0.10"
"90","MNK2","111","19","0.10"
"90","MAPKAP-K2 ","79","13","0.10"
"90","PRAK","106","6","0.10"
"90","CAMKK beta ","75","11","0.10"
"90","CAMK1","102","7","0.10"
"90","SmMLCK","104","8","0.10"
"90","PHK","94","2","0.10"
"90","CHK1","91","0","0.10"
"90","CHK2","109","0","0.10"
"90","GSK3 beta ","82","8","0.10"
"90","CDK2-Cyclin A","87","1","0.10"
"90","PLK1","93","3","0.10"
"90","AMPK","97","3","0.10"
"90","MARK3","96","13","0.10"
"90","BRSK2","94","6","0.10"
"90","MELK","87","6","0.10"
"90","CK1 delta ","59","5","0.10"
"90","CK2","100","1","0.10"
"90","DYRK1A","93","1","0.10"
"90","DYRK2","92","8","0.10"
"90","DYRK3","95","8","0.10"
"90","NEK2a","89","5","0.10"
"90","NEK6","88","5","0.10"
"90","IKK beta ","87","10","0.10"
"90","PIM1","98","15","0.10"
"90","PIM2","97","2","0.10"
"90","PIM3","94","2","0.10"
"90","SRPK1","96","12","0.10"
"90","MST2","93","2","0.10"
"90","EF2K","96","3","0.10"
"90","HIPK2","105","20","0.10"
"90","PAK4","90","2","0.10"
"90","PAK5","94","10","0.10"
"90","PAK6","95","4","0.10"
"90","Src","17","0","0.10"
"90","Lck","30","0","0.10"
"90","CSK","67","7","0.10"
"90","FGF-R1","75","16","0.10"
"90","IRR","72","3","0.10"
"90","EPH-A2","29","9","0.10"
"90","MST4","93","6","0.10"
"90","SYK","105","3","0.10"
"90","YES1","11","0","0.10"
"90","IKK epsilon ","87","3","0.10"
"90","TBK1","76","11","0.10"
"90","IGF-1R","97","9","0.10"
"90","VEGFR1","88","3","0.10"
"90","BTK","9","2","0.10"
"90","IR","82","16","0.10"
"90","EPH-B3","23","12","0.10"
"90","MKK1","51","5","1.00"
"90","MKK2","81","13","1.00"
"90","MKK6","90","5","1.00"
"90","ERK1","82","6","1.00"
"90","ERK2","77","0","1.00"
"90","JNK1","101","1","1.00"
"90","JNK2","84","3","1.00"
"90","JNK3","71","2","1.00"
"90","p38 alpha MAPK","74","2","1.00"
"90","p38 beta MAPK","36","6","1.00"
"90","p38 gamma MAPK","93","10","1.00"
"90","p38 delta MAPK","79","2","1.00"
"90","ERK8","67","4","1.00"
"90","RSK1","81","6","1.00"
"90","RSK2","86","1","1.00"
"90","PDK1","91","1","1.00"
"90","PKB alpha ","93","8","1.00"
"90","PKB beta ","88","8","1.00"
"90","SGK1","109","0","1.00"
"90","S6K1","72","0","1.00"
"90","PKA","77","6","1.00"
"90","ROCK 2","72","12","1.00"
"90","PRK2","87","10","1.00"
"90","PKC alpha ","70","5","1.00"
"90","PKC zeta ","103","7","1.00"
"90","PKD1","85","7","1.00"
"90","MSK1","71","0","1.00"
"90","MNK1","88","5","1.00"
"90","MNK2","79","0","1.00"
"90","MAPKAP-K2 ","107","3","1.00"
"90","MAPKAP-K3","89","10","1.00"
"90","PRAK","91","9","1.00"
"90","CAMKK beta ","82","6","1.00"
"90","CAMK1","87","10","1.00"
"90","SmMLCK","73","4","1.00"
"90","PHK","99","4","1.00"
"90","DAPK1","89","11","1.00"
"90","CHK1","88","11","1.00"
"90","CHK2","86","2","1.00"
"90","GSK3 beta ","80","2","1.00"
"90","CDK2-Cyclin A","76","14","1.00"
"90","PLK1","101","4","1.00"
"90","Aurora A","105","8","1.00"
"90","Aurora B","84","9","1.00"
"90","LKB1","82","3","1.00"
"90","AMPK","82","6","1.00"
"90","MARK1","92","4","1.00"
"90","MARK2","95","0","1.00"
"90","MARK3","89","8","1.00"
"90","MARK4","93","7","1.00"
"90","BRSK1","84","13","1.00"
"90","BRSK2","78","7","1.00"
"90","MELK","68","7","1.00"
"90","NUAK1","91","1","1.00"
"90","CK1 delta ","17","1","1.00"
"90","CK2","93","9","1.00"
"90","DYRK1A","94","7","1.00"
"90","DYRK2","104","3","1.00"
"90","DYRK3","88","5","1.00"
"90","NEK2a","98","7","1.00"
"90","NEK6","96","2","1.00"
"90","IKK beta ","100","10","1.00"
"90","IKK epsilon ","71","7","1.00"
"90","TBK1","96","7","1.00"
"90","PIM1","106","1","1.00"
"90","PIM2","101","1","1.00"
"90","PIM3","84","4","1.00"
"90","SRPK1","107","9","1.00"
"90","EF2K","68","8","1.00"
"90","HIPK1","84","2","1.00"
"90","HIPK2","87","15","1.00"
"90","HIPK3","92","6","1.00"
"90","CLK2","63","3","1.00"
"90","PAK2","89","1","1.00"
"90","PAK4","85","5","1.00"
"90","PAK5","97","5","1.00"
"90","PAK6","88","5","1.00"
"90","MST2","78","4","1.00"
"90","MST4","77","3","1.00"
"90","GCK","92","9","1.00"
"90","MINK1","74","6","1.00"
"90","MEKK1","92","5","1.00"
"90","MLK1","68","4","1.00"
"90","MLK3","87","13","1.00"
"90","TAO1","80","9","1.00"
"90","ASK1","101","12","1.00"
"90","TAK1","90","12","1.00"
"90","IRAK4","78","10","1.00"
"90","RIPK2","6","2","1.00"
"90","TTK","81","11","1.00"
"90","Src","8","3","1.00"
"90","Lck","6","1","1.00"
"90","CSK","21","1","1.00"
"90","YES1","17","8","1.00"
"90","BTK","16","2","1.00"
"90","JAK2","78","8","1.00"
"90","SYK","97","8","1.00"
"90","EPH-A2","28","4","1.00"
"90","EPH-A4","13","1","1.00"
"90","EPH-B1","25","1","1.00"
"90","EPH-B2","10","2","1.00"
"90","EPH-B3","8","0","1.00"
"90","EPH-B4","8","0","1.00"
"90","FGF-R1","32","1","1.00"
"90","HER4","24","1","1.00"
"90","IGF-1R","99","10","1.00"
"90","IR","84","13","1.00"
"90","IRR","84","9","1.00"
"90","TrkA","40","8","1.00"
"90","VEGFR1","34","3","1.00"
"90","MKK1","25","4","10.00"
"90","MKK2","37","2","10.00"
"90","MKK6","85","2","10.00"
"90","ERK1","75","10","10.00"
"90","ERK2","84","2","10.00"
"90","JNK1","101","12","10.00"
"90","JNK2","81","1","10.00"
"90","JNK3","66","10","10.00"
"90","p38 alpha MAPK","25","0","10.00"
"90","p38 beta MAPK","25","3","10.00"
"90","p38 gamma MAPK","104","6","10.00"
"90","p38 delta MAPK","89","13","10.00"
"90","ERK8","71","5","10.00"
"90","RSK1","64","3","10.00"
"90","RSK2","77","12","10.00"
"90","PDK1","101","4","10.00"
"90","PKB alpha ","96","2","10.00"
"90","PKB beta ","91","13","10.00"
"90","SGK1","102","11","10.00"
"90","S6K1","80","9","10.00"
"90","PKA","28","1","10.00"
"90","ROCK 2","84","2","10.00"
"90","PRK2","92","8","10.00"
"90","PKC alpha ","39","3","10.00"
"90","PKC zeta ","95","2","10.00"
"90","PKD1","64","0","10.00"
"90","MSK1","42","2","10.00"
"90","MNK1","82","9","10.00"
"90","MNK2","73","3","10.00"
"90","MAPKAP-K2 ","99","3","10.00"
"90","MAPKAP-K3","80","10","10.00"
"90","PRAK","97","1","10.00"
"90","CAMKK beta ","72","9","10.00"
"90","CAMK1","73","10","10.00"
"90","SmMLCK","49","2","10.00"
"90","PHK","97","3","10.00"
"90","DAPK1","87","3","10.00"
"90","CHK1","95","6","10.00"
"90","CHK2","75","10","10.00"
"90","GSK3 beta ","105","2","10.00"
"90","CDK2-Cyclin A","101","5","10.00"
"90","PLK1","109","5","10.00"
"90","Aurora A","96","7","10.00"
"90","Aurora B","66","0","10.00"
"90","LKB1","89","3","10.00"
"90","AMPK","84","5","10.00"
"90","MARK1","115","1","10.00"
"90","MARK2","86","7","10.00"
"90","MARK3","77","5","10.00"
"90","MARK4","77","2","10.00"
"90","BRSK1","59","1","10.00"
"90","BRSK2","81","1","10.00"
"90","MELK","35","1","10.00"
"90","NUAK1","100","1","10.00"
"90","CK1 delta ","14","2","10.00"
"90","CK2","98","6","10.00"
"90","DYRK1A","93","8","10.00"
"90","DYRK2","91","8","10.00"
"90","DYRK3","100","5","10.00"
"90","NEK2a","102","5","10.00"
"90","NEK6","95","1","10.00"
"90","IKK beta ","85","10","10.00"
"90","IKK epsilon ","92","1","10.00"
"90","TBK1","94","10","10.00"
"90","PIM1","105","3","10.00"
"90","PIM2","95","4","10.00"
"90","PIM3","97","5","10.00"
"90","SRPK1","108","2","10.00"
"90","EF2K","94","2","10.00"
"90","HIPK1","99","3","10.00"
"90","HIPK2","91","5","10.00"
"90","HIPK3","108","7","10.00"
"90","CLK2","59","9","10.00"
"90","PAK2","74","1","10.00"
"90","PAK4","74","12","10.00"
"90","PAK5","78","0","10.00"
"90","PAK6","96","1","10.00"
"90","MST2","71","6","10.00"
"90","MST4","59","2","10.00"
"90","GCK","71","9","10.00"
"90","MINK1","74","5","10.00"
"90","MEKK1","105","11","10.00"
"90","MLK1","83","3","10.00"
"90","MLK3","43","11","10.00"
"90","TAO1","99","7","10.00"
"90","ASK1","91","1","10.00"
"90","TAK1","77","7","10.00"
"90","IRAK4","70","6","10.00"
"90","RIPK2","8","1","10.00"
"90","TTK","91","5","10.00"
"90","Src","7","5","10.00"
"90","Lck","2","1","10.00"
"90","CSK","6","0","10.00"
"90","YES1","15","1","10.00"
"90","BTK","14","2","10.00"
"90","JAK2","81","4","10.00"
"90","SYK","96","4","10.00"
"90","EPH-A2","20","3","10.00"
"90","EPH-A4","7","1","10.00"
"90","EPH-B1","5","1","10.00"
"90","EPH-B2","10","0","10.00"
"90","EPH-B3","5","1","10.00"
"90","EPH-B4","6","0","10.00"
"90","FGF-R1","19","1","10.00"
"90","HER4","18","2","10.00"
"90","IGF-1R","72","2","10.00"
"90","IR","69","2","10.00"
"90","IRR","82","5","10.00"
"90","TrkA","40","8","10.00"
"90","VEGFR1","26","5","10.00"
"149","MKK1","10","1","10.00"
"149","ERK1","81","4","10.00"
"149","ERK2","88","4","10.00"
"149","JNK1","103","1","10.00"
"149","JNK2","101","30","10.00"
"149","p38 alpha MAPK","90","8","10.00"
"149","p38 beta MAPK","77","5","10.00"
"149","p38 gamma MAPK","72","12","10.00"
"149","p38 delta MAPK","73","5","10.00"
"149","ERK8","6","0","10.00"
"149","RSK1","19","1","10.00"
"149","RSK2","16","0","10.00"
"149","PDK1","60","1","10.00"
"149","PKB alpha ","39","4","10.00"
"149","PKB beta ","89","7","10.00"
"149","SGK1","69","2","10.00"
"149","S6K1","50","3","10.00"
"149","PKA","45","2","10.00"
"149","ROCK 2","77","2","10.00"
"149","PRK2","22","3","10.00"
"149","PKC alpha ","9","2","10.00"
"149","PKC zeta ","51","8","10.00"
"149","PKD1","71","9","10.00"
"149","MSK1","49","1","10.00"
"149","MNK1","12","0","10.00"
"149","MNK2","42","2","10.00"
"149","MAPKAP-K2 ","94","3","10.00"
"149","PRAK","92","2","10.00"
"149","CAMKK beta ","30","0","10.00"
"149","CAMK1","33","4","10.00"
"149","SmMLCK","6","1","10.00"
"149","PHK","25","1","10.00"
"149","CHK1","34","6","10.00"
"149","CHK2","2","0","10.00"
"149","GSK3 beta ","60","10","10.00"
"149","CDK2-Cyclin A","40","3","10.00"
"149","PLK1","47","18","10.00"
"149","Aurora B","27","5","10.00"
"149","AMPK","28","7","10.00"
"149","MARK3","31","0","10.00"
"149","BRSK2","4","2","10.00"
"149","MELK","13","2","10.00"
"149","CK1 delta ","9","1","10.00"
"149","CK2","40","3","10.00"
"149","DYRK1A","55","5","10.00"
"149","DYRK2","7","2","10.00"
"149","DYRK3","2","1","10.00"
"149","NEK2a","54","1","10.00"
"149","NEK6","96","2","10.00"
"149","IKK beta ","84","4","10.00"
"149","PIM1","21","1","10.00"
"149","PIM2","36","3","10.00"
"149","PIM3","13","0","10.00"
"149","SRPK1","63","7","10.00"
"149","MST2","10","0","10.00"
"149","EF2K","106","2","10.00"
"149","HIPK2","7","1","10.00"
"149","PAK4","28","3","10.00"
"149","PAK5","34","1","10.00"
"149","PAK6","38","2","10.00"
"149","Src","2","1","10.00"
"149","Lck","4","0","10.00"
"149","CSK","34","0","10.00"
"149","FGF-R1","2","0","10.00"
"149","IRR","29","4","10.00"
"149","EPH-A2","3","0","10.00"
"149","MST4","13","1","10.00"
"149","SYK","61","8","10.00"
"149","YES1","-8","15","10.00"
"149","IGF-1R","89","8","10.00"
"149","VEGFR1","2","1","10.00"
"149","BTK","5","2","10.00"
"149","IR","58","6","10.00"
"149","EPH-B3","5","4","10.00"
"149","TBK1","95","0","10.00"
"149","IKK epsilon ","64","7","10.00"
"149","MKK1","74","7","0.10"
"149","MKK2","96","2","0.10"
"149","MKK6","97","10","0.10"
"149","ERK1","97","2","0.10"
"149","ERK2","103","6","0.10"
"149","JNK1","95","5","0.10"
"149","JNK2","91","4","0.10"
"149","JNK3","109","2","0.10"
"149","p38 alpha MAPK","100","5","0.10"
"149","p38 beta MAPK","90","8","0.10"
"149","p38 gamma MAPK","74","2","0.10"
"149","p38 delta MAPK","87","5","0.10"
"149","ERK8","78","6","0.10"
"149","RSK1","81","3","0.10"
"149","RSK2","68","11","0.10"
"149","PDK1","80","2","0.10"
"149","PKB alpha ","81","6","0.10"
"149","PKB beta ","88","0","0.10"
"149","SGK1","96","0","0.10"
"149","S6K1","60","5","0.10"
"149","PKA","91","0","0.10"
"149","ROCK 2","91","2","0.10"
"149","PRK2","68","12","0.10"
"149","PKC alpha ","50","9","0.10"
"149","PKC zeta ","87","8","0.10"
"149","PKD1","89","6","0.10"
"149","MSK1","85","1","0.10"
"149","MNK1","71","11","0.10"
"149","MNK2","80","3","0.10"
"149","MAPKAP-K2 ","94","5","0.10"
"149","MAPKAP-K3","98","7","0.10"
"149","PRAK","108","7","0.10"
"149","CAMKK beta ","39","7","0.10"
"149","CAMK1","91","8","0.10"
"149","SmMLCK","71","2","0.10"
"149","PHK","95","1","0.10"
"149","DAPK1","28","6","0.10"
"149","CHK1","85","5","0.10"
"149","CHK2","60","3","0.10"
"149","GSK3 beta ","73","6","0.10"
"149","CDK2-Cyclin A","103","4","0.10"
"149","PLK1","102","1","0.10"
"149","Aurora A","79","12","0.10"
"149","Aurora B","80","1","0.10"
