149,YES1,CHK2,DYRK3,Src,FGF-R1,VEGFR1,EPH-A2,BRSK2,Lck,BTK,EPH-B3,GCK,ERK8,SmMLCK,MINK1,MLK1,DYRK2,HIPK2,DAPK1,JAK2,CLK2,PKC alpha ,CK1 delta ,MKK1,MST2,RIPK2,MNK1,MELK,PIM3,MST4,RSK2,HIPK1,MLK3,LKB1,Aurora A,PIM1,RSK1,CAMKK beta ,MEKK1,PRK2,PHK,AMPK,IRAK4,EPH-B4,Aurora B,PIM2,TrkA,PAK4,CAMK1,EPH-B2,IRR,S6K1,MARK3,BRSK1,GSK3 beta ,CHK1,PAK5,CSK,EPH-A4,PAK6,NUAK1,HIPK3,PKB alpha ,CDK2-Cyclin A,CK2,HER4,p38 gamma MAPK,MNK2,TAO1,PKA,TTK,PLK1,PKC zeta ,TAK1,EPH-B1,MSK1,PDK1,MARK1
175,JAK2,TAK1,IKK epsilon ,MLK1,Src,PAK4,MAP4K3,MLK3,IRAK1,ULK1,FGF-R1,TrkA,Lck,VEGFR1,DDR2,NUAK1,TSSK1,YES1,SYK,IRAK4,ULK2,HER4,SIK2,NEK2a,TBK1,PDGFRA,PAK5,BTK,Aurora A,MARK3,CSK,Aurora B,PLK1,EPH-B1,JNK2,EPH-B2,CK2,EPH-A4,EPH-A2,MKK1,MNK2,MELK,ERK8,PRK2,p38 delta MAPK,JNK3,JNK1,EIF2AK3,PDK1,GSK3 beta ,RIPK2,MPSK1,MARK4,DAPK1,RSK1,ROCK 2,MST4,IKK beta ,CLK2,PAK2,TAO1,CHK2,IGF-1R,S6K1,MST2,CDK2-Cyclin A,HIPK2,LKB1,CAMK1,ZAP70,p38 gamma MAPK,PIM3,MKK2,ERK5,HIPK1,TIE2,AMPK (hum),STK33,TESK1,IR,PKC alpha ,PHK,DYRK1A,PKC gamma ,CAMKK beta ,NEK6,TTK,PAK6,EPH-B3
139,CHK2,YES1,CHK1,MST2,ERK8,Aurora B,Src,RSK2,PHK,FGF-R1,TBK1,IKK epsilon ,BTK,Aurora A,IRAK4,RSK1,NEK2a,CLK2,CAMKK beta ,VEGFR1,MLK3,JAK2,AMPK,GCK,ROCK 2,BRSK2,PAK4,MKK1,TrkA,PRK2,PAK5,MST4,TAK1,Lck,IR,PAK6,ASK1,MARK3,SYK,MELK,SRPK1,HIPK2,MEKK1,NUAK1,MINK1,RIPK2,S6K1,CDK2-Cyclin A,SGK1,CAMK1,PIM3,MLK1,EPH-A2,PKD1,EPH-B2,PRAK,MNK1,TTK,EPH-A4,IRR,MARK1,PDK1,SmMLCK,EPH-B4,GSK3 beta ,MKK2,MARK4
25,CHK2,PDK1,PHK,MELK,DYRK2,MST2,MKK1,ERK8,SmMLCK,CHK1,DYRK3,HIPK2,Src,FGF-R1,IGF-1R,VEGFR1,PIM1,PKD1,GSK3 beta ,MARK3,Lck,YES1,ERK1,AMPK,PRK2,RSK1,IRR,SGK1,CDK2-Cyclin A,TBK1,ROCK 2,PIM3,SYK,PRAK,PIM2,PAK5,BTK,BRSK2,MAPKAP-K2 ,DYRK1A,IKK epsilon ,S6K1,ERK2,MNK2,JNK2,MST4,PLK1,CAMK1,CK1 delta ,EPH-A2,PKC zeta ,CK2,p38 delta MAPK,RSK2,IKK beta ,IR,PKC alpha ,NEK2a,PAK4,MSK1,MNK1,PKA,CAMKK beta ,PKB beta ,SRPK1,NEK6,PAK6,CSK,p38 alpha MAPK,JNK1,p38 beta MAPK
314,JAK2,EPH-B1,MLK1,MLK3,PAK4,EPH-B2,ZAP70,IGF-1R,Lck,EPH-A2,EPH-A4,IR,DDR2,BTK,ULK1,CSK,YES1,IRR,NUAK1,IKK epsilon ,EPH-B4,FGF-R1,Aurora B,JNK3,IRAK1,HER4,JNK2,S6K1,PAK5,AMPK (hum),Aurora A,SGK1,ULK2,VEGFR1,EPH-B3,TrkA,ERK8,LKB1,SIK2,CLK2,Src,TSSK1,TESK1
140,CHK2,SYK,PKD1,CAMK1,IGF-1R,PIM3,PAK4,PAK5,YES1,MST2,MKK1,ERK8,CHK1,Src,IR,GCK,BTK,PHK,PIM1,PRAK,PAK6,MNK1,RSK1,PKC alpha ,MST4,AMPK,CDK2-Cyclin A,MARK3,Lck,LKB1,MNK2,ERK2,MAPKAP-K2 ,MLK3,ERK1,ROCK 2,PRK2,SmMLCK,NUAK1,MLK1,TrkA,CK1 delta ,CK2,TAK1,RSK2,MELK,IRR,MINK1,DYRK3,NEK2a,CAMKK beta 
101,GSK3 beta ,ERK8,DYRK1A,SRPK1,HIPK2,PIM3,MST2,IRR,RSK1,RSK2,SmMLCK,HIPK3,NEK6,CAMKK beta ,YES1,PIM2,MST4
81,MKK1
9,SmMLCK,CAMK1,PKB alpha ,MAPKAP-K2 ,MKK1,SGK1,NEK7,PIM3,PIM1,RSK2,PIM2,PKB beta ,Lck,PAK4,S6K1,RSK1,PKA,EF2K,MSK1,JNK3,GSK3 beta ,NEK6,SYK,ERK2,MELK,JNK1
328,EPH-B1,ABL,DDR2,Lck,YES1,BTK,EPH-A2,EPH-B2,EPH-B3,Src,SIK2,SIK3,BRK,EPH-A4,MAP4K5,EPH-B4,PDGFRA,RIPK2,HER4,TESK1,CSK,p38 alpha MAPK,MLK3,MLK1,JAK2,p38 beta MAPK
